micros,aX,aY,aZ,gX,gY,gZ,
117095963,-79.10,49.80,320.80,66.64,21.22,-5.74,
117115969,-179.69,124.51,573.24,91.19,53.73,-20.47,
117135973,-202.15,142.09,815.92,82.24,77.31,-17.98,
117155982,226.07,316.89,1010.25,119.01,39.18,-21.13,
117175988,-79.10,41.50,1587.89,75.28,41.65,13.18,
117195996,-39.55,32.71,1542.48,49.50,44.76,-0.15,
117216000,-38.57,48.34,1216.31,36.46,41.79,-23.34,
117236010,55.18,182.62,1225.10,57.42,46.49,-22.93,
117256018,-61.52,93.75,1119.14,47.54,59.53,9.51,
117276026,-114.26,76.66,1350.10,81.59,-1.59,-59.98,
117296033,-54.69,233.89,1487.79,118.52,-12.58,-55.31,
117316040,-41.50,230.96,1600.10,54.14,32.00,-11.21,
117336048,5.37,160.64,965.82,-4.87,-12.60,-24.03,
117356055,-186.52,120.12,863.28,-0.37,-6.24,-40.61,
117376063,-82.52,140.14,1535.64,19.51,-8.73,-43.33,
117396070,118.16,166.02,1533.20,-6.69,6.14,-20.73,
117416075,124.02,154.79,1378.42,-29.62,13.97,-9.68,
117436081,11.72,157.23,991.70,-14.06,46.09,25.88,
117456085,-208.01,5.86,1046.88,12.46,9.27,0.66,
117476090,-92.29,70.80,1145.02,13.30,-1.47,-21.48,
117496096,-51.76,105.47,1305.66,5.18,6.99,-31.88,
117516107,20.02,123.54,1412.60,-9.80,27.02,-9.62,
117536116,64.45,158.69,1257.81,-16.44,19.57,9.36,
117556125,-28.32,154.79,945.80,-5.83,-25.34,-1.56,
117576133,-139.65,114.75,878.42,24.49,-31.19,-6.21,
117596139,-142.09,82.52,1064.45,26.41,-26.40,-21.04,
117616148,11.23,126.95,1166.99,19.92,6.58,-12.40,
117636152,40.53,125.49,1232.42,7.57,-6.95,-0.53,
117656163,42.48,107.91,1133.30,1.74,-15.16,3.45,
117676170,-97.17,85.45,1045.90,3.80,2.79,2.50,
117696180,-96.19,56.15,1161.13,-8.12,8.69,-5.45,
117716191,34.18,156.25,1049.32,-9.15,17.02,-1.63,
117736200,45.41,105.47,1147.46,-11.08,9.85,6.96,
117756207,-29.79,148.44,1041.02,-8.79,9.86,15.92,
117776214,-140.62,41.02,992.19,-5.69,22.50,24.46,
117796221,-58.11,59.57,904.79,-0.20,11.59,17.74,
117816226,-64.45,75.20,1093.26,4.89,-11.42,18.11,
117836235,11.72,77.15,1163.09,-13.27,-26.90,4.76,
117856240,-15.14,62.01,1057.62,-22.09,-29.51,9.82,
117876251,-170.41,55.18,915.53,-28.58,-7.66,22.35,
117896255,-143.07,-44.92,1052.73,-26.15,-4.85,9.73,
117916265,-54.69,48.83,1020.02,-23.88,-11.80,9.02,
117936272,71.78,121.58,948.73,-12.11,1.01,23.45,
117956283,102.05,104.98,940.92,76.31,-8.92,15.63,
117976293,-102.54,72.27,1024.90,64.72,-32.61,-17.50,
117996302,70.31,166.50,1097.66,50.85,-4.27,-12.47,
118016312,108.40,148.44,1127.44,37.71,14.63,0.85,
118036319,-11.23,143.55,1084.96,-4.56,23.69,13.63,
118056327,-85.45,92.29,888.18,-0.75,15.54,1.83,
118076333,-81.54,100.59,996.58,25.08,-6.49,-15.36,
118096338,11.23,156.74,959.96,15.18,6.90,-8.85,
118116348,-68.36,138.18,1001.95,21.30,-1.60,-2.23,
118136355,-9.28,107.42,970.70,39.79,-31.57,0.02,
118156365,-41.02,148.44,936.04,67.22,-36.06,0.11,
118176375,-2.44,173.34,1005.37,61.77,-32.21,-6.87,
118196382,-25.39,158.20,1095.21,36.03,-26.63,-11.73,
118216387,84.47,222.17,1066.41,1.08,-9.25,-3.73,
118236396,27.83,199.71,952.15,-6.06,1.39,3.25,
118256403,8.30,195.80,963.87,10.82,5.71,12.49,
118276409,5.37,216.31,979.00,12.78,5.13,11.36,
118296413,-2.93,216.80,989.75,16.64,-4.90,9.65,
118316422,3.91,219.24,1019.04,9.79,-7.07,5.57,
118336430,34.18,218.75,1001.46,5.37,-3.13,2.87,
118356434,2.93,229.98,984.86,0.79,2.49,4.56,
118376445,47.36,221.19,988.77,-1.97,3.10,8.47,
118396455,-18.55,207.52,969.73,-2.00,0.50,2.06,
118416459,-8.79,214.36,975.59,7.57,-14.46,-0.15,
118436468,-65.43,227.05,1044.43,7.21,-22.35,-3.24,
118456476,21.00,236.33,1014.16,4.58,-1.39,-7.10,
118476482,41.99,233.40,985.84,0.63,2.46,1.74,
118496488,7.81,230.47,988.28,1.77,-0.34,0.44,
118516492,42.48,230.96,996.09,-2.53,3.02,0.81,
118536503,25.39,219.24,954.59,5.51,-10.69,0.56,
118556511,66.41,231.45,989.75,8.63,-10.95,2.05,
118576518,41.99,225.10,974.61,2.23,-0.73,2.81,
118596525,44.92,227.05,988.28,0.75,3.28,1.68,
118616534,27.34,243.16,978.03,0.03,-1.27,-2.49,
118636543,37.11,226.56,973.14,2.47,0.49,-2.00,
118656548,35.16,240.23,976.07,-0.47,2.75,-5.82,
118676558,36.13,240.23,969.73,5.04,-6.58,-1.31,
118696566,-81.05,272.95,1325.68,19.80,-6.31,5.27,
118716571,42.97,241.21,965.82,6.32,-18.09,5.45,
118736582,26.37,184.08,1055.18,26.23,-4.82,6.17,
118756589,68.36,267.09,1022.46,-0.14,-2.24,1.45,
118776599,53.22,247.56,966.31,0.70,9.02,2.56,
118796604,29.30,245.61,970.21,-4.66,14.23,7.07,
118816615,18.07,249.02,968.75,1.71,2.55,3.79,
118836623,29.79,239.26,976.07,1.71,-4.61,-0.24,
118856632,32.71,255.86,983.40,0.29,-1.04,-0.64,
118876640,45.41,254.39,969.73,0.87,2.12,-0.89,
118896646,56.15,254.88,983.40,1.16,-1.69,0.78,
118916655,36.13,255.86,980.47,0.55,-0.50,0.35,
118936665,25.39,241.70,979.00,-0.06,0.93,-0.69,
118956671,37.11,258.30,983.40,3.57,-3.04,-4.26,
118976678,42.97,254.39,986.33,2.46,-1.04,-1.07,
118996683,55.18,246.58,982.42,0.08,-0.05,-2.61,
119016689,36.13,244.63,972.66,0.21,5.15,1.88,
