micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
5078246,247.56,-751.46,534.18,154.82,-31.36,7.94,2.40,-33.60,115.80,
5098251,458.01,-632.32,1094.73,232.61,-286.43,63.40,2.10,-30.60,115.50,
5118261,-101.07,-439.94,1091.80,157.94,-55.36,48.06,-0.15,-28.20,115.65,
5138267,309.08,-773.93,703.61,173.01,0.79,-64.06,-0.45,-24.90,115.65,
5158276,505.37,-784.18,1194.82,117.88,-22.69,-46.75,-1.80,-21.75,117.00,
5178283,303.71,-628.42,767.58,40.15,15.27,-24.79,-2.40,-18.90,116.85,
5198290,410.16,-507.32,712.40,44.79,36.69,-10.90,-1.80,-18.45,119.70,
5218297,386.72,-585.94,609.38,107.21,-3.83,-13.21,-1.05,-19.35,118.50,
5238306,467.29,-447.75,929.69,164.44,-19.73,-8.14,-1.50,-15.90,119.10,
5258317,256.35,-305.18,586.43,-359.08,123.24,-32.69,-1.05,-16.05,118.95,
5278324,427.73,-447.75,173.83,-54.93,43.13,-10.82,0.30,-18.60,118.95,
5298330,9.77,-472.66,592.29,78.50,177.73,-64.78,0.30,-21.45,117.90,
5318336,79.59,-482.91,636.23,83.02,304.90,-142.84,3.45,-20.70,117.90,
5338341,310.55,-411.13,521.00,196.72,357.77,-112.69,5.40,-18.75,116.70,
5358348,-23.93,-165.53,546.39,283.62,368.40,-73.59,12.60,-17.55,116.55,
5378352,-429.20,-79.59,1193.36,291.68,281.18,-29.04,17.10,-11.85,115.65,
5398364,-256.35,-49.32,1240.72,169.76,260.14,-48.89,21.75,-10.05,112.20,
5418373,-381.84,-121.58,885.74,115.18,204.21,-45.02,23.85,-7.05,110.70,
5438384,-240.72,-44.92,1030.27,112.79,259.50,-74.26,25.80,-6.15,109.20,
5458390,-425.78,-21.48,844.73,119.16,159.91,1.21,28.35,-6.00,105.15,
5478395,-389.65,21.48,790.53,133.04,100.41,-3.66,32.55,-3.15,101.85,
5498405,-646.97,82.52,997.07,121.42,65.73,-17.60,31.80,-1.80,101.55,
5518414,-312.50,-60.06,1117.19,98.82,-93.68,-34.15,33.00,-1.95,101.70,
5538419,-448.24,167.97,900.88,108.03,-84.75,-24.76,33.15,-1.35,99.90,
5558427,-589.84,230.47,924.80,106.61,-21.19,-59.65,32.85,-1.35,99.90,
5578434,-475.10,239.26,691.89,129.73,13.05,-90.63,31.80,-0.60,100.80,
5598438,-308.11,173.83,892.09,141.48,8.93,-134.02,31.95,0.45,98.55,
5618443,-138.67,108.89,1238.77,119.30,13.85,-99.08,33.30,-0.90,99.60,
5638448,-516.60,148.44,1160.16,110.08,-31.69,-102.43,33.75,-0.90,97.95,
5658459,-512.70,314.94,779.30,109.51,-36.84,-165.45,34.80,-1.95,97.95,
5678467,-387.21,274.90,776.37,124.15,8.31,-162.43,34.65,-2.85,98.10,
5698477,-182.13,112.30,1170.90,120.17,-29.36,-140.70,35.55,-3.45,96.60,
5718485,-206.54,277.34,819.82,158.84,3.89,-111.48,36.90,-4.80,95.85,
5738494,-937.01,541.50,757.81,160.02,-53.37,-64.46,36.00,-5.85,95.70,
5758502,-296.39,388.67,949.71,141.45,-55.82,-148.35,36.00,-6.15,96.00,
5778509,-603.03,665.53,708.01,88.69,-141.85,-130.50,35.55,-5.55,96.60,
5798519,-390.62,542.97,1074.22,140.81,-259.45,-198.26,36.60,-7.05,98.25,
5818530,-252.93,567.38,944.82,113.13,-79.76,-161.57,34.95,-7.65,99.45,
5838535,-233.40,489.26,517.09,118.02,92.09,-148.31,35.10,-10.35,101.10,
5858545,96.68,449.22,322.27,225.39,271.88,-77.66,33.90,-9.00,100.20,
5878550,-1643.07,772.95,1755.86,253.48,19.36,-9.45,38.55,-9.00,95.70,
5898561,-584.47,712.40,729.98,135.16,222.44,-29.60,39.60,-9.00,91.50,
5918569,-510.25,682.13,795.90,119.77,123.22,1.42,39.75,-6.75,90.60,
5938578,-635.74,611.82,762.70,23.83,-34.56,4.46,40.20,-6.90,87.75,
5958585,-511.72,621.58,604.98,3.54,-8.99,22.89,40.20,-6.90,87.75,
5978594,-653.32,664.55,689.94,-10.81,91.50,42.17,39.60,-7.95,87.30,
5998603,-729.00,623.54,399.90,-10.24,162.95,3.04,39.15,-6.15,87.30,
6018613,-385.74,596.68,-272.46,80.32,202.26,-83.68,42.00,-5.10,83.25,
6038621,-590.33,858.89,-104.98,154.11,300.09,7.25,41.55,-5.55,82.65,
6058629,-764.16,659.18,-1404.30,235.92,493.24,-104.06,42.90,-5.25,76.80,
6078634,-897.46,622.56,261.23,146.09,500.26,51.11,41.55,-2.70,67.05,
6098640,-555.66,654.79,-1343.26,440.31,500.26,-349.07,36.60,-3.45,56.70,
6118646,-535.16,715.33,-1199.22,65.51,500.26,-189.86,30.15,-5.25,45.90,
6138656,-1322.75,704.59,-283.20,20.87,500.26,211.22,15.15,-3.90,35.25,
