micros,aX,aY,aZ,gX,gY,gZ,
9570943,29.30,0.49,-1012.70,0.15,0.60,-1.88,
9590952,48.34,-3.91,-1022.46,-0.64,-1.85,-0.23,
9610957,32.71,-21.97,-1022.95,-0.70,-0.67,1.74,
9630967,28.32,-21.48,-1007.81,3.60,0.21,-1.56,
9650971,33.69,-11.72,-1013.18,-0.58,1.88,-0.79,
9670976,35.16,-11.23,-1015.14,0.08,1.25,-1.33,
9690986,28.81,-2.44,-1024.90,-1.18,-2.58,1.28,
9710994,26.37,-8.30,-1005.86,-0.11,-0.66,-1.97,
9731000,27.34,-5.86,-1014.65,-0.31,0.61,0.05,
9751007,36.13,-2.44,-1021.97,-0.67,1.88,2.35,
9771017,26.37,-8.79,-1023.93,1.27,-3.51,0.52,
9791025,32.71,-19.04,-1015.14,1.37,0.26,1.63,
9811036,35.16,-5.86,-1017.58,-1.69,1.95,-0.11,
9831046,32.71,-0.98,-1001.46,-0.15,-0.41,0.95,
9851053,25.88,2.44,-1013.67,-0.78,-0.79,-0.50,
9871062,33.69,-2.44,-1011.72,-0.17,-0.81,1.85,
9891067,21.48,-4.39,-1006.84,1.37,0.12,-1.22,
9911073,34.67,-0.98,-1008.79,1.34,1.50,-0.35,
9931078,31.74,-9.28,-1009.77,2.73,-2.23,1.85,
9951088,31.74,-6.35,-999.51,0.00,0.24,-0.56,
9971099,41.02,-12.70,-1016.60,-0.93,-0.34,2.17,
9991108,30.27,-20.02,-1021.48,-0.63,1.65,1.10,
10011115,27.34,-2.93,-1009.28,2.31,-0.58,1.04,
10031122,26.86,-11.23,-1019.53,1.21,-2.50,0.12,
10051132,27.34,0.00,-1010.25,-1.48,-0.72,2.18,
10071143,24.90,-10.74,-1010.25,-1.77,-0.96,-1.77,
10091150,20.51,-15.62,-1017.58,-1.10,0.93,-1.34,
10111156,35.64,-1.95,-1018.55,1.85,1.33,0.31,
10131160,27.83,-5.37,-1006.35,1.60,1.11,-1.48,
10151167,26.86,8.30,-1014.65,-1.31,-0.64,1.53,
10171171,34.67,-16.60,-1018.07,-0.03,0.44,0.66,
10191179,16.11,-6.35,-1009.77,-0.50,-1.91,0.31,
10211187,35.16,-14.65,-1010.74,0.58,-0.95,0.56,
10231193,30.76,-4.39,-1004.39,2.17,-3.30,1.30,
10251203,43.95,-26.86,-1028.32,4.17,-0.27,0.95,
10271213,13.67,-22.46,-1016.60,0.44,0.49,-1.60,
10291222,24.90,-10.74,-1009.28,0.37,1.71,2.17,
10311231,37.60,-12.21,-989.75,0.21,-0.12,0.60,
10331236,31.25,-17.09,-1020.02,-1.50,1.01,2.18,
10351241,27.83,-2.93,-1014.65,-0.27,-1.22,1.50,
10371249,36.13,-16.11,-1010.74,1.39,0.82,-2.44,
10391259,28.81,-1.46,-1022.95,0.21,-1.16,-1.30,
10411265,30.27,-8.79,-1015.14,-0.44,0.00,-0.27,
10431274,26.86,-1.95,-1009.28,-0.58,-0.84,0.53,
10451281,40.53,-0.98,-1013.67,-1.48,-0.47,-0.37,
10471292,23.93,-10.74,-1000.49,0.76,0.27,1.34,
10491299,21.97,-10.74,-1006.84,0.66,0.43,1.30,
10511304,34.67,-11.72,-1019.53,1.01,-1.18,-0.67,
10531314,26.86,-9.28,-1016.60,-0.81,-0.69,-0.90,
10551322,21.48,-18.55,-1004.39,-1.24,-0.15,0.87,
10571330,33.20,-10.25,-1022.46,0.53,1.44,0.81,
10591340,32.23,-17.09,-1009.77,-1.65,-1.44,3.13,
10611351,21.97,-16.60,-1008.79,0.90,0.76,0.85,
10631357,22.95,-5.86,-1013.18,0.06,1.76,-2.47,
10651364,33.20,0.49,-1011.23,0.32,-0.75,-1.69,
10671372,32.23,-6.84,-1016.11,-0.02,-0.44,-0.38,
10691382,19.53,-3.42,-1012.21,-0.90,-0.37,-0.70,
10711388,34.18,-23.44,-1010.74,-0.50,1.16,-0.38,
10731397,22.46,-10.74,-1012.70,1.83,-2.20,-1.10,
10751408,41.99,-7.81,-1011.23,-2.63,0.17,1.79,
10771418,28.81,-13.67,-1019.53,-0.43,0.52,-0.03,
10791429,18.55,-2.44,-1016.11,-0.93,0.34,1.39,
10811438,27.83,-0.49,-1009.28,0.55,-0.61,-0.72,
10831448,39.06,-3.91,-1010.25,-0.53,-0.50,-0.99,
10851458,33.69,-15.14,-1014.65,-2.56,-0.64,-1.85,
10871467,29.30,-4.88,-1007.81,0.20,2.55,0.06,
10891475,21.97,-19.53,-998.05,0.85,-1.31,-0.85,
10911484,29.30,-3.42,-1012.70,-0.70,0.27,0.38,
10931493,29.79,-3.91,-1013.67,-1.59,0.90,1.34,
10951501,38.09,-22.46,-1015.14,1.50,2.67,-1.28,
10971506,41.99,-9.28,-1007.81,2.12,1.11,1.18,
10991513,22.95,-11.23,-1012.21,-2.02,0.55,0.55,
11011522,35.64,-2.93,-1024.41,0.92,0.64,-0.23,
11031532,37.11,-5.86,-1014.16,-1.42,0.31,-2.87,
11051538,32.23,-11.23,-1014.16,-1.66,-1.98,0.31,
11071542,25.39,-6.84,-1017.58,-1.79,-0.58,0.76,
11091549,28.32,-15.62,-1003.91,0.29,0.02,0.90,
11111558,17.58,-10.25,-1007.81,-1.10,-2.17,-0.84,
11131569,23.44,0.00,-1005.37,0.56,-0.53,-0.15,
11151574,23.93,-9.28,-1013.18,-0.23,0.46,-0.12,
11171583,34.67,-13.67,-1009.28,-0.40,-0.96,1.79,
11191589,21.48,5.86,-1016.60,1.42,-0.11,0.44,
11211594,21.97,-3.91,-1022.46,1.94,1.22,2.02,
11231603,27.83,-5.37,-1006.84,0.75,-1.08,-0.53,
11251607,25.39,-7.81,-1016.11,-1.24,0.82,0.26,
11271619,22.46,-7.81,-1015.14,-1.05,-4.32,0.58,
11291626,31.74,-11.23,-1017.58,-0.12,1.60,1.33,
11311632,23.44,-11.23,-1006.84,0.11,2.47,-1.80,
11331641,45.90,2.93,-1012.21,-1.01,-0.96,0.50,
11351650,21.97,5.37,-1012.70,1.15,-0.06,0.18,
11371654,33.69,-17.58,-1008.30,1.15,-3.02,2.63,
11391660,32.71,-15.62,-1015.62,-1.62,0.24,-0.56,
11411669,23.44,-16.11,-1010.74,0.35,1.37,-0.73,
11431680,19.53,-2.44,-1000.98,0.64,0.17,-0.61,
11451689,32.71,-13.67,-1009.28,1.95,-1.15,0.92,
11471694,34.18,-20.02,-1022.46,-0.43,0.20,0.64,
11491704,21.48,-19.04,-1016.60,-1.02,0.23,-0.66,
11511708,35.64,-9.77,-1008.30,0.05,0.82,1.44,
11531715,26.86,-17.58,-1020.51,2.38,0.18,-0.38,
11551720,35.64,-5.37,-1009.28,0.84,0.17,0.67,
11571729,20.02,-6.35,-1017.09,-0.05,2.21,1.56,
11591736,23.44,-24.90,-1023.93,0.60,-2.43,3.83,
11611742,28.32,-13.18,-1021.48,0.70,-2.29,5.04,
11631747,32.23,-16.11,-979.49,-1.50,-1.51,-0.87,
11651751,29.30,-20.51,-1021.48,0.15,1.48,3.50,
11671760,9.28,-4.39,-1012.21,2.06,-1.66,0.38,
11691768,33.20,-16.60,-1015.14,0.41,-1.69,-1.15,
11711775,27.34,-11.72,-1020.02,-0.52,1.89,2.37,
11731784,28.32,2.44,-1002.44,-1.82,3.07,-2.43,
11751791,22.95,-9.77,-1002.93,1.94,-1.40,1.53,
11771795,16.60,-8.30,-1011.23,0.78,1.48,0.02,
11791806,20.51,-10.74,-1008.79,0.23,1.82,0.11,
11811814,15.14,-14.16,-1004.88,3.33,0.53,0.98,
11831824,24.90,-14.65,-1017.58,-1.15,1.13,2.06,
11851834,26.86,-18.07,-1010.25,-1.94,0.23,-1.54,
11871841,27.34,7.81,-1007.32,-1.30,1.02,-1.54,
11891846,30.27,-17.09,-1013.67,0.24,-2.56,0.81,
11911857,20.51,0.98,-1021.48,0.64,-1.10,2.93,
11931867,30.76,-9.77,-1020.02,-1.24,1.31,-1.62,
11951875,36.62,-15.14,-1011.72,-2.58,0.05,2.12,
11971882,32.23,-9.77,-1006.35,-0.12,-1.24,-0.96,
11991892,35.16,-18.55,-1022.46,0.12,1.45,-1.44,
12011896,29.79,-9.28,-1012.70,-0.18,1.16,-1.76,
12031906,31.25,-9.28,-1008.30,1.05,1.74,1.16,
12051916,32.23,-11.23,-1012.70,1.05,0.34,-1.86,
12071924,23.93,-8.30,-1014.16,-1.28,0.26,0.41,
12091932,31.74,-16.11,-1005.86,0.08,-1.01,-1.15,
12111942,41.99,-7.32,-1015.62,-1.80,-0.90,1.22,
12131950,22.95,-7.32,-1024.90,0.08,-0.49,4.09,
12151959,27.83,-19.04,-1006.84,0.06,-0.26,4.09,
12171968,31.25,-10.25,-1010.25,0.00,0.76,-1.24,
12191975,16.60,-0.49,-1005.37,1.89,0.09,-0.32,
12211984,21.48,-8.30,-1013.18,1.59,-0.06,1.89,
12231988,32.71,-24.90,-1011.23,1.28,-1.97,3.66,
12251998,31.74,-6.35,-1004.39,-0.47,-1.01,-1.24,
12272003,30.76,-13.67,-1025.39,-1.15,0.26,0.61,
12292011,28.32,-12.70,-1017.58,-1.25,-0.26,1.33,
12312018,23.44,-23.44,-1020.02,0.09,-1.76,2.56,
12332027,27.34,-16.11,-1017.58,-1.02,0.58,-0.26,
12352037,25.88,-2.44,-1011.23,1.54,0.31,-1.57,
12372046,30.76,-21.00,-1000.49,0.14,-1.95,-3.19,
12392054,21.48,-16.11,-1017.09,0.82,-0.18,-0.27,
12412065,21.00,-2.93,-1003.42,0.29,-0.14,-1.36,
12432075,30.27,0.49,-1021.97,-1.88,-0.75,2.17,
12452082,20.02,-10.74,-1016.11,0.66,-0.87,1.54,
12472089,28.81,-6.84,-1017.58,0.31,-0.06,0.12,
12492098,27.83,-5.86,-1010.25,1.79,-0.02,-2.37,
12512105,15.62,-20.51,-1022.46,-1.33,0.41,0.49,
12532112,15.14,3.42,-1018.55,2.72,-1.97,-1.21,
12552121,21.48,-2.93,-1009.77,-0.32,-1.47,-0.35,
12572130,24.41,-19.04,-1013.18,-0.89,-2.14,-1.22,
12592140,40.04,0.49,-939.94,-0.35,-1.45,2.05,
12612148,12.21,-0.98,-1026.86,-0.31,-1.19,1.76,
12632158,22.95,-6.84,-1014.16,0.38,1.08,0.00,
12652163,21.97,-21.97,-1008.30,1.25,1.98,-1.71,
12672174,27.34,-21.97,-1012.70,-1.22,1.65,-1.60,
12692178,25.88,-13.67,-1012.70,2.41,0.64,-1.59,
12712182,19.04,-8.79,-1020.51,-0.46,-2.89,0.72,
12732191,30.27,-13.67,-1017.09,0.23,0.20,1.28,
12752200,28.32,-14.65,-1020.02,0.15,-1.47,1.47,
12772206,21.00,-12.21,-1012.70,-0.27,-1.16,-0.52,
12792211,15.62,-12.21,-1000.98,2.15,-3.02,-0.49,
12812219,19.53,-7.32,-1019.04,-1.39,0.49,-3.01,
12832225,11.72,-8.79,-1016.60,1.69,1.79,0.81,
12852235,18.55,-5.86,-1019.53,0.20,-0.47,3.98,
12872244,12.21,-17.58,-1012.70,2.60,0.92,-2.82,
12892253,33.69,-16.60,-1012.21,-0.47,0.96,3.79,
12912260,10.74,-18.55,-1022.46,-0.32,-0.53,2.31,
12932271,10.74,-3.91,-1013.18,-1.79,-1.13,1.25,
12952277,21.48,-16.60,-1012.21,0.85,-0.81,-3.63,
12972284,24.90,-5.86,-1018.07,-0.24,2.38,2.56,
12992295,21.97,-10.74,-1014.16,-2.64,-0.35,0.84,
13012301,16.60,-16.60,-1014.65,2.14,-2.43,-2.37,
13032309,20.02,-8.30,-1008.79,-1.40,-1.86,-0.34,
13052317,8.79,0.00,-1017.58,0.14,0.63,-2.29,
13072321,18.55,-4.88,-997.07,-0.08,-2.05,1.16,
13092327,21.97,-11.23,-1012.21,-0.09,0.37,3.30,
13112337,18.07,-9.28,-1005.86,0.70,-0.87,-0.43,
13132348,21.48,-7.81,-1006.84,-0.81,-0.72,3.10,
13152355,28.32,-5.86,-1004.39,-0.02,-0.35,-0.60,
13172363,17.09,-17.09,-967.29,-2.37,1.30,0.73,
13192369,13.67,-3.42,-1000.98,-0.85,0.60,-3.97,
13212380,14.65,-16.60,-1007.32,-0.61,1.85,-1.16,
13232388,22.95,-5.37,-1007.32,2.76,-2.08,0.31,
13252398,16.60,-5.86,-1015.14,1.05,-2.05,2.20,
13272406,12.21,-14.65,-1015.14,-0.52,1.02,1.71,
13292413,19.53,-8.79,-1012.70,-0.69,-2.78,-1.82,
13312420,15.62,-1.95,-1012.21,2.26,0.06,-1.54,
13332428,-0.98,-9.28,-1022.46,-0.35,0.44,-1.91,
13352437,27.83,-18.07,-1012.21,-1.13,1.08,-1.76,
13372445,20.51,-5.37,-1017.09,-0.63,-0.79,1.86,
13392454,16.11,-10.74,-1015.14,1.53,2.24,4.09,
13412459,20.02,0.00,-1019.04,-0.21,-1.39,0.15,
13432463,14.65,-12.70,-1017.58,-0.52,-0.20,-3.63,
13452467,12.70,-15.62,-1015.62,0.46,-0.46,-0.47,
13472476,15.62,-3.42,-1009.77,2.58,0.98,-1.11,
13492481,31.74,-6.84,-1019.53,-0.98,2.35,2.18,
13512485,23.93,-9.77,-1016.60,-1.65,-0.06,1.98,
13532491,9.28,-7.81,-1013.67,1.07,2.23,-0.26,
13552495,21.00,0.98,-1016.60,0.53,1.21,0.02,
13572500,12.21,-3.42,-1017.09,1.68,0.64,0.00,
13592507,21.97,-11.23,-1018.07,-0.76,0.17,1.15,
13612517,24.41,-14.16,-1017.58,0.78,2.63,1.60,
13632523,11.23,-17.09,-1014.16,0.82,2.05,2.93,
13652529,17.58,-13.18,-1020.51,2.46,-0.38,1.88,
13672536,15.14,-12.70,-1018.07,1.80,-1.28,-2.89,
13692542,26.86,-5.86,-1018.07,0.31,0.53,-0.63,
13712549,19.04,-9.77,-1014.16,0.98,-0.08,-3.34,
13732558,34.18,-12.21,-1011.72,0.99,0.05,-0.73,
13752566,11.72,-22.46,-1005.86,-0.75,0.79,-2.38,
13772574,21.97,-17.09,-1010.74,0.44,-2.52,0.79,
13792580,12.70,-10.25,-1001.95,0.61,-1.13,0.08,
13812586,19.04,-5.37,-1016.11,-1.36,3.56,-1.13,
13832596,14.16,-10.74,-1005.86,0.67,1.13,0.02,
13852606,21.48,-10.25,-1012.70,3.40,-0.15,-1.54,
13872614,21.48,-4.39,-1009.77,1.97,-0.60,-1.31,
13892623,18.07,-10.74,-1007.32,1.24,0.53,3.31,
13912630,21.97,-14.65,-1020.02,-1.36,2.00,-0.73,
13932639,21.48,-26.37,-1019.53,0.03,-0.69,2.52,
13952650,22.46,3.42,-1010.25,1.40,0.81,-1.05,
13972655,13.18,-5.37,-1017.58,-1.89,-0.26,-2.09,
13992663,21.97,-0.98,-1014.16,2.00,-1.08,-0.60,
14012669,15.14,-17.09,-1018.55,2.02,-1.02,-0.92,
14032677,22.46,-24.41,-1015.62,0.09,-1.59,0.55,
14052686,20.02,-10.74,-1015.62,-0.85,1.13,-0.02,
14072693,17.09,-1.95,-1018.07,-1.21,-1.82,-3.30,
14092699,15.14,-6.84,-1023.93,-1.27,-1.91,2.18,
14112708,9.28,-3.91,-1005.86,1.10,1.08,-0.72,
14132715,11.72,-5.86,-1009.28,0.64,-0.34,-1.94,
14152724,25.88,-9.28,-1012.70,2.24,0.92,-0.43,
14172734,9.28,-14.16,-1014.65,-0.99,0.53,-1.51,
14192738,12.21,-6.84,-1019.04,-1.91,-2.34,1.44,
14212745,22.95,-13.67,-1009.77,-2.61,0.60,3.98,
14232753,29.79,-18.55,-1026.37,0.34,0.32,-0.82,
14252759,30.27,-9.77,-1012.70,1.19,-1.48,1.04,
14272770,26.86,-6.35,-999.51,0.82,1.01,2.41,
14292777,12.70,-19.04,-1000.98,-0.79,-0.23,-1.51,
14312782,13.18,-15.62,-1011.72,-0.18,0.64,-0.99,
14332791,18.07,-25.88,-1021.00,2.34,-1.47,0.92,
14352801,8.30,-15.14,-1013.18,-0.23,-0.20,1.39,
14372812,20.02,-19.04,-1013.67,-2.09,1.22,-2.61,
14392823,8.79,-3.91,-1013.18,1.73,-0.81,-0.15,
14412832,21.48,-5.37,-1014.16,0.11,-1.05,0.37,
14432837,12.70,-14.65,-1012.21,-0.72,-1.15,1.92,
14452844,21.97,-6.35,-1010.25,-1.18,-0.08,0.56,
14472849,24.41,-7.81,-1006.84,0.49,2.11,0.79,
14492858,13.18,-7.81,-1022.95,1.45,-0.47,1.10,
14512869,11.72,-2.44,-1020.51,0.47,-1.42,0.78,
14532879,12.70,-16.11,-1020.51,-0.58,-0.12,-0.38,
14552888,13.18,-17.58,-1012.70,-0.53,-1.63,0.38,
14572893,37.60,-8.30,-1004.88,2.87,0.56,-0.64,
14592899,20.51,-14.65,-999.51,0.27,-0.47,0.70,
14612910,9.77,-15.62,-1015.62,-1.13,0.46,0.95,
14632917,18.55,-17.58,-1008.30,-0.12,1.22,-2.11,
14652924,17.58,-21.97,-1019.04,-0.90,-2.82,-0.27,
14672935,20.51,-17.58,-1009.77,1.30,-2.26,1.63,
14692944,18.55,-20.02,-1010.25,-1.22,-0.26,-0.64,
14712951,26.86,-1.46,-1021.97,0.47,-0.09,1.74,
14732959,10.74,-16.11,-1016.60,-0.44,0.35,0.50,
14752965,17.09,-7.81,-1013.18,0.05,0.84,-1.53,
14772976,25.39,-25.88,-1008.30,-0.49,1.40,-0.15,
14792981,13.67,-10.25,-1013.18,-0.53,-2.17,0.44,
14812987,35.16,-16.60,-1053.22,3.02,-0.15,-1.54,
14832992,9.77,-22.46,-1002.44,-1.10,0.09,1.39,
14853002,14.65,-7.81,-1001.46,0.70,-2.03,1.19,
14873012,30.76,-8.79,-1024.41,-1.15,-0.06,1.11,
14893018,12.21,-14.65,-1021.48,0.35,0.17,0.81,
14913026,15.62,-4.39,-1020.02,0.61,-0.49,-1.51,
14933032,14.16,-1.46,-1014.65,-2.50,0.26,-0.32,
14953038,21.48,-21.97,-1013.67,1.04,0.66,-1.76,
14973048,20.51,-5.86,-1017.09,3.08,-1.21,2.37,
14993055,16.11,-4.39,-1011.72,-0.47,0.56,0.79,
15013061,25.88,-13.18,-1022.46,-1.18,0.50,-1.21,
15033067,29.79,-8.30,-1012.70,0.92,-0.84,-1.27,
15053075,20.51,-5.37,-1015.14,1.18,-3.01,0.85,
15073082,21.48,-6.35,-1009.28,-0.41,0.84,1.30,
15093090,35.64,-10.74,-1014.16,-0.40,-0.29,-0.43,
15113095,8.30,-9.28,-1007.81,-0.11,-1.47,0.72,
15133102,13.18,-13.18,-1014.16,0.53,0.49,0.55,
15153109,2.44,-13.18,-1013.18,-0.63,0.66,0.70,
15173115,16.60,-2.44,-1003.91,1.36,2.05,2.84,
15193123,24.41,-5.37,-1012.70,1.51,-2.40,-1.71,
15213133,20.51,0.98,-1010.74,2.00,0.72,0.58,
15233140,24.41,-6.35,-1009.28,0.67,-2.14,-1.42,
15253146,19.53,-1.95,-1022.46,0.89,-0.24,-2.46,
15273151,8.79,-1.46,-1012.70,0.14,-1.40,0.69,
15293160,21.48,-5.37,-1014.16,1.85,-0.60,3.36,
15313168,7.32,-19.04,-1013.67,-1.94,-1.98,-0.81,
15333174,30.76,-10.25,-1027.83,-0.90,-0.98,2.82,
15353181,29.30,0.00,-1006.84,0.44,1.60,0.27,
15373186,15.62,-12.70,-1020.02,1.36,-0.24,0.78,
15393196,14.16,-12.70,-1007.81,-1.33,-0.08,-0.95,
15413204,13.18,-12.21,-1008.30,-0.21,1.25,-0.92,
15433209,18.07,-18.07,-1019.04,-0.12,-0.47,1.92,
15453221,22.95,-14.16,-1009.77,-2.09,-1.42,0.40,
15473227,29.30,-7.81,-1013.18,0.02,0.78,0.60,
15493237,19.04,-21.00,-1016.11,0.99,1.91,-1.85,
15513242,20.51,-11.72,-1000.98,-0.58,1.18,0.55,
15533248,18.07,-25.88,-1008.79,-1.02,-1.83,-0.47,
15553256,25.39,-24.41,-1012.70,-0.49,-1.80,-2.41,
15573264,27.83,-3.42,-1008.30,-0.20,0.09,2.14,
15593275,17.58,-23.44,-1017.09,2.12,1.62,1.16,
15613281,8.79,-14.65,-1017.09,-0.20,1.01,1.45,
15633291,7.32,-18.55,-1013.67,0.60,0.46,-1.69,
15653300,25.88,-10.74,-1014.16,-0.41,-0.35,2.58,
15673306,19.04,-20.51,-1012.70,0.24,-0.27,-0.92,
15693315,21.00,0.49,-1018.07,2.27,-0.35,-3.08,
15713322,22.95,-13.18,-1023.44,-0.38,2.79,2.23,
15733331,4.39,-11.23,-1008.30,1.16,-1.80,-0.66,
15753336,7.32,-29.79,-1021.48,-1.01,0.81,-0.52,
15773346,15.14,-6.35,-1014.65,-0.55,0.09,-3.51,
15793355,21.00,-15.14,-1019.04,0.63,-0.17,-3.13,
15813362,23.93,-17.09,-1015.62,0.93,1.82,0.89,
15833372,15.14,-12.21,-1008.79,1.92,-0.34,-0.70,
15853378,13.67,-12.21,-1012.21,0.90,1.16,0.76,
15873387,12.70,-15.62,-1013.67,-1.02,1.91,-1.18,
15893394,7.81,-8.30,-1007.32,1.27,-1.25,-2.46,
15913401,20.02,-5.37,-1010.74,-0.14,-0.75,-0.26,
15933406,22.46,-18.07,-1016.60,2.32,1.36,-2.00,
15953417,21.00,-15.14,-1020.51,1.48,1.30,-0.38,
15973422,10.74,-14.65,-1019.53,0.12,2.35,-0.26,
15993430,9.77,-22.46,-1013.67,0.75,0.75,-0.03,
16013439,18.07,-10.25,-1011.72,-0.31,2.03,1.60,
16033451,24.41,-6.84,-1015.62,-2.72,0.90,-1.08,
16053456,12.70,-6.84,-1012.21,1.48,-3.59,0.21,
16073463,10.25,-3.91,-1015.14,-0.06,0.90,-0.27,
16093474,12.21,-10.25,-1021.48,-2.90,-1.92,-0.24,
16113483,17.09,-11.72,-1019.04,0.52,-1.27,-0.20,
16133487,23.44,-4.88,-1014.16,0.78,0.27,2.66,
16153498,10.74,-19.53,-1018.07,2.29,-0.38,0.14,
16173503,34.18,-4.88,-1004.88,-0.23,-0.70,0.67,
16193511,11.72,-21.97,-1010.74,0.08,1.44,0.66,
16213518,14.16,-16.11,-1015.62,1.47,-2.32,2.87,
16233524,17.58,-7.32,-1017.09,0.41,-1.50,-0.52,
16253534,10.74,-24.41,-1014.65,-2.27,-1.59,1.07,
16273540,24.90,-12.21,-1019.53,-0.29,1.42,0.84,
16293549,28.32,-16.11,-1006.84,-0.82,-1.63,-1.74,
16313560,10.25,-26.37,-1010.25,-0.55,-1.53,1.22,
16333567,20.02,-8.30,-1001.46,-1.79,-0.60,0.11,
16353576,8.30,-22.95,-1010.74,-2.58,2.58,-0.60,
16373582,17.09,-17.58,-1021.00,1.02,-1.51,0.66,
16393587,3.91,-9.28,-1015.62,-0.56,-0.14,-0.03,
16413594,18.07,-16.11,-1005.37,-0.47,1.73,0.44,
16433602,17.09,-19.04,-1009.28,0.23,-0.50,0.20,
16453609,21.48,-18.55,-1017.09,1.01,-1.18,1.13,
16473620,17.09,-19.53,-1014.65,-1.18,1.37,3.30,
16493625,15.62,-15.62,-1010.74,-2.12,0.34,1.16,
16513631,30.27,-11.23,-1015.62,2.15,-1.04,2.34,
16533635,11.23,-17.09,-1009.28,0.44,0.37,-0.41,
16553644,20.02,-12.21,-1014.65,-0.63,1.13,-2.18,
16573652,16.60,-9.28,-1009.77,0.35,0.78,1.28,
16593662,35.64,-17.58,-1015.14,0.27,-3.27,2.85,
16613666,23.93,-6.35,-1013.18,-0.20,-0.64,-1.74,
16633678,11.72,-10.74,-1011.23,-2.95,-0.38,1.83,
16653684,20.51,-17.58,-1014.65,0.05,-1.27,1.44,
16673694,17.58,-11.23,-1011.72,-0.52,0.50,1.48,
16693703,11.72,-12.21,-1023.93,1.28,-0.93,-0.49,
16713712,15.14,-8.79,-1012.70,-0.53,-0.35,1.63,
16733722,17.09,-0.98,-1021.97,-1.92,1.91,1.22,
16753727,15.14,-9.77,-1015.14,2.08,-1.33,2.50,
16773737,12.70,-20.02,-1011.72,0.32,1.50,-0.52,
16793745,19.04,-9.77,-1016.11,-1.66,-0.26,0.84,
16813752,21.00,-5.86,-1012.21,0.12,-0.72,-3.15,
16833760,28.32,-19.04,-1020.02,2.34,1.48,0.11,
16853769,27.83,-15.14,-1010.74,0.73,-0.31,1.71,
16873779,17.58,-9.28,-1006.35,-1.18,-0.69,-0.82,
16893783,13.18,-14.65,-1018.07,-2.85,-0.99,-1.39,
16913793,16.60,-5.37,-1000.49,-0.40,-0.44,0.12,
16933798,14.65,-11.23,-1019.04,-0.98,-0.63,1.33,
16953803,26.37,-2.44,-1006.84,-1.60,1.54,-1.82,
16973813,23.44,-18.07,-1010.74,0.40,1.13,-1.74,
16993820,6.84,-17.09,-1021.97,0.93,0.79,0.60,
17013828,10.25,-11.23,-1017.58,1.56,-2.03,-0.47,
17033832,28.32,-16.11,-1018.07,-0.21,1.59,2.26,
17053841,19.04,-16.11,-1011.23,-0.61,1.95,1.48,
17073847,21.00,-6.84,-1024.41,-0.05,0.03,-2.17,
17093856,21.00,-5.37,-1017.09,0.26,-1.18,1.01,
17113866,24.41,-13.18,-1011.72,-0.67,1.47,-1.33,
17133876,36.62,-5.37,-1020.51,-1.36,-0.35,-0.52,
17153882,17.09,-0.98,-1005.86,2.38,-0.26,-0.47,
17173888,17.58,-6.84,-1018.55,1.02,4.67,-0.18,
17193899,21.48,-20.02,-1018.07,-1.47,0.55,-1.15,
17213908,19.53,-17.58,-1012.70,-0.79,-1.73,-0.75,
17233918,1.95,-9.28,-1017.58,0.81,1.95,0.82,
17253924,16.60,-18.55,-1010.74,0.27,-1.63,1.02,
17273932,7.32,-21.97,-1024.90,-1.37,-0.21,0.44,
17293943,28.32,-15.14,-1014.16,-0.96,0.26,0.90,
17313949,24.90,-16.60,-1002.44,0.50,-0.92,-0.35,
17333959,10.74,-16.11,-1012.70,-0.53,0.95,-2.44,
17353966,19.53,-12.21,-1009.77,-0.78,1.16,-1.44,
17373974,19.53,-24.90,-1008.79,-0.06,0.15,-0.18,
17393980,22.95,-16.60,-1010.74,0.40,-1.37,0.92,
17413990,33.20,-1.95,-1026.86,0.06,-1.85,0.08,
17434000,13.67,-9.77,-1013.67,-0.40,-0.24,2.60,
17454006,19.04,-12.70,-1014.16,1.51,-1.65,2.84,
17474014,25.39,-10.25,-1018.07,0.90,0.05,-1.82,
17494024,20.51,-14.65,-1012.70,2.20,1.10,-0.41,
17514029,19.04,0.00,-1012.70,0.29,0.96,0.43,
17534035,14.65,-12.21,-1021.48,0.84,-2.60,0.78,
17554041,15.14,-16.11,-1007.81,1.92,-0.21,-1.15,
17574051,12.70,-9.77,-1016.11,0.46,-1.83,-1.34,
17594055,27.34,-10.74,-1007.81,-2.02,1.83,-0.37,
17614065,35.16,-12.70,-1004.39,1.53,0.23,-0.81,
17634074,26.37,-16.11,-1018.55,-1.04,0.05,1.86,
17654082,14.16,-15.14,-1017.58,-1.68,0.61,-0.23,
17674090,7.81,-18.55,-1017.09,0.50,-0.21,-4.08,
17694097,29.30,-4.39,-1007.81,2.75,-1.74,0.60,
17714102,15.62,-9.77,-999.51,0.75,-1.01,0.09,
17734109,17.58,-10.25,-1013.18,0.00,0.18,0.60,
17754117,17.09,-18.55,-1016.60,1.62,2.00,-0.32,
17774125,12.21,-3.91,-1022.95,1.34,-1.83,1.40,
17794134,14.16,-9.77,-1014.65,0.06,-1.91,0.67,
17814142,21.97,-8.30,-1011.72,0.75,-1.28,-2.70,
17834153,25.39,-10.25,-1007.32,-1.15,0.02,-1.57,
17854158,19.53,-5.86,-1016.11,-0.40,-0.56,1.04,
17874166,18.07,-20.02,-1001.95,1.51,-1.80,2.05,
17894176,17.58,-9.77,-1011.23,0.06,3.02,1.83,
17914180,26.37,-17.58,-1002.44,-1.51,-0.53,-1.60,
