micros,aX,aY,aZ,gX,gY,gZ,
26277456,18.55,-8.30,-1017.58,-0.58,0.56,-0.49,
26297464,9.28,-5.86,-1023.93,0.20,0.89,-0.78,
26317474,12.70,-5.86,-1018.07,1.69,-2.55,-1.98,
26337483,20.02,-15.62,-1025.88,-1.48,1.34,0.56,
26357493,-7.81,-10.25,-1017.09,0.85,0.02,-1.79,
26377503,15.14,-4.88,-1015.14,-1.30,1.15,1.88,
26397512,25.88,-12.70,-1018.07,1.27,0.43,-0.20,
26417520,0.98,-7.32,-1021.48,1.04,-1.62,2.41,
26437529,3.42,-9.77,-1007.32,-0.34,2.41,-0.50,
26457537,21.97,-9.77,-1022.46,1.02,-0.43,1.86,
26477548,6.35,-19.04,-1005.86,0.85,-0.92,0.35,
26497554,9.77,-24.90,-1013.67,-0.82,-2.08,0.70,
26517561,7.81,-12.70,-1016.11,-2.12,-0.52,0.37,
26537572,8.30,-10.74,-1009.28,1.54,-0.17,-0.58,
26557579,11.23,-22.95,-1004.88,1.82,-1.25,0.17,
26577585,14.65,-16.11,-1018.07,-1.11,0.98,0.09,
26597590,23.93,-16.11,-993.65,-0.03,0.52,-1.05,
26617594,12.70,-19.53,-1021.48,0.84,-1.10,2.41,
26637602,25.39,-8.79,-1013.18,-0.40,-0.81,1.36,
26657608,18.55,-19.53,-1016.11,0.52,1.04,-0.93,
26677613,19.53,-16.11,-1006.84,-1.69,1.25,-0.85,
26697620,3.91,-7.81,-1011.23,1.10,-1.07,1.63,
26717629,14.65,-15.62,-1012.70,1.97,0.55,-2.24,
26737641,11.72,-9.28,-1013.18,-0.31,-0.81,2.67,
26757648,5.37,-17.09,-1008.30,-1.44,1.22,-1.11,
26777655,3.42,-9.77,-1014.16,0.14,-0.61,0.52,
26797665,9.28,-9.77,-1006.84,0.84,-2.96,0.34,
26817672,18.55,-3.91,-1010.25,-1.57,0.34,-0.34,
26837676,4.39,-7.32,-1009.28,-0.69,-0.11,-0.84,
26857682,5.86,-3.91,-1013.67,-0.21,0.29,0.64,
26877686,3.42,-11.72,-1005.86,0.18,-1.31,2.03,
26897698,17.09,-23.93,-1017.58,2.02,0.69,-0.35,
26917708,17.09,-9.28,-1011.23,-0.34,-0.44,-2.63,
26937713,12.21,-5.86,-1009.77,2.34,-1.83,0.99,
26957720,18.55,-18.07,-1022.46,3.62,-0.69,-1.13,
26977726,9.77,-12.70,-1012.21,1.50,1.05,1.56,
26997731,15.62,-10.25,-1006.84,0.21,-0.50,-0.60,
27017738,15.62,-3.42,-1016.11,2.15,-2.41,0.76,
27037747,8.79,-28.32,-1020.02,-1.18,-0.52,-1.21,
27057755,5.37,-3.91,-1018.07,-1.31,1.94,-2.37,
27077759,3.91,-13.18,-1022.95,-0.02,0.72,0.82,
27097764,23.44,-18.07,-1016.60,2.61,1.25,1.19,
27117768,12.21,-20.02,-1011.23,-0.26,-0.98,-1.31,
27137776,8.79,-22.46,-1018.55,0.12,-1.71,1.25,
27157787,28.81,-11.23,-1011.23,0.55,-0.37,2.31,
27177793,7.81,-10.25,-1019.04,-0.18,1.25,-2.63,
27197800,11.23,-1.46,-1004.88,-1.54,-0.35,-1.19,
27217808,10.74,-12.21,-1024.41,-1.51,1.18,0.55,
27237819,8.79,-13.67,-1008.79,-1.28,-0.53,0.82,
27257825,15.14,-21.00,-1020.02,-0.18,-1.22,-1.57,
27277833,13.67,-11.72,-1015.62,-0.37,0.11,-1.54,
27297843,8.79,-3.42,-1008.30,-1.19,0.60,-0.43,
27317849,14.65,-14.16,-1010.74,-0.95,0.63,1.98,
27337859,22.95,-15.14,-1010.25,1.39,-0.20,1.77,
27357869,10.25,-10.74,-1013.67,-1.08,2.75,-1.98,
27377875,25.88,-12.70,-1019.53,0.61,0.12,-1.69,
27397882,15.62,-8.79,-1014.16,1.73,2.47,1.11,
27417892,9.77,-15.62,-1022.95,1.34,-0.34,-1.74,
27437898,18.55,-3.91,-1020.51,-0.63,-1.01,-2.72,
27457904,21.48,-2.93,-1008.79,-1.24,1.51,-0.99,
27477910,18.07,-14.16,-1026.37,0.14,-2.08,-2.21,
27497918,15.14,-19.53,-1009.77,2.29,1.31,1.91,
27517927,16.11,-15.62,-1003.91,-0.46,1.60,2.40,
27537934,14.16,-9.28,-1011.23,1.10,-2.53,1.50,
27557945,15.62,-15.14,-1012.21,1.08,-1.65,-1.07,
27577951,12.21,-15.14,-1012.21,-1.50,-2.73,-0.20,
27597956,19.04,-3.91,-1018.55,-0.26,0.98,-1.22,
27617965,-6.35,-24.90,-1015.14,3.57,-1.51,0.23,
27637970,11.72,-14.65,-1004.88,0.81,0.11,-1.60,
27657977,13.18,-22.46,-1012.70,0.15,-0.55,-1.77,
27677983,13.18,-15.62,-1008.30,-0.20,0.53,-3.24,
27697992,4.88,-15.14,-1020.51,1.73,0.06,0.89,
27718002,10.25,-17.09,-1007.81,2.05,-0.23,1.44,
27738012,20.51,-15.14,-1014.16,-1.92,3.97,0.50,
27758021,10.74,-27.83,-1021.00,-0.11,1.25,-1.59,
27778025,6.84,-5.86,-1007.32,1.83,-0.40,1.34,
27798031,17.58,-13.18,-1018.07,-0.14,-0.98,0.52,
27818037,-8.30,-4.88,-1003.42,1.47,1.16,-0.67,
27838047,16.11,-15.14,-1015.62,-1.50,0.96,1.08,
27858057,9.28,-19.04,-1014.16,0.96,-1.79,3.47,
27878064,15.14,-12.70,-1021.97,1.51,-0.29,0.96,
27898075,10.25,-9.28,-1021.00,0.26,-1.28,3.11,
27918083,-5.86,-17.09,-1010.25,-0.09,0.87,-2.67,
27938090,7.32,-20.02,-1013.67,0.18,-0.93,-1.15,
27958099,16.11,-14.65,-1011.72,-0.06,0.17,1.02,
27978103,20.02,-13.67,-1004.39,0.29,0.67,0.56,
27998111,6.84,-18.07,-1016.11,-0.31,-1.83,-0.60,
28018117,8.30,-22.46,-1015.62,0.93,-0.93,2.69,
28038123,9.77,-7.81,-1016.60,0.93,-0.53,1.10,
28058129,13.67,-15.62,-1016.60,-0.47,3.39,-3.66,
28078138,15.14,-16.11,-1014.65,0.43,0.35,-0.69,
28098147,4.39,-26.37,-1010.74,-0.11,-2.00,-0.99,
28118156,2.44,-18.07,-1005.37,-1.40,-2.18,-0.31,
28138167,14.65,-11.23,-1022.95,0.17,1.91,-1.71,
28158177,24.41,-5.86,-1010.25,-1.60,-0.17,3.04,
28178183,16.11,-14.65,-1004.39,0.43,1.28,0.20,
28198191,9.77,-26.86,-1009.28,-0.60,-0.64,2.18,
28218197,7.32,-8.30,-1019.04,1.37,3.18,-0.72,
28238205,12.21,-11.72,-1005.86,-2.08,-0.70,-0.21,
28258215,11.23,-16.11,-1016.60,-0.52,0.17,2.15,
28278224,10.74,-2.93,-1015.14,0.50,0.21,-0.93,
28298228,12.21,-8.79,-1013.67,0.41,0.32,1.13,
28318237,10.25,-24.41,-1007.81,-1.73,-2.46,0.55,
28338245,18.55,-24.90,-1018.07,-1.08,-0.70,2.18,
28358253,-0.49,-17.58,-1015.14,-0.41,1.36,1.77,
28378259,9.28,-6.84,-1008.30,-0.47,-0.92,1.86,
28398266,10.74,-15.14,-1022.46,-0.73,-2.41,1.28,
28418270,14.65,-8.79,-1013.18,2.15,2.61,-0.40,
28438276,10.74,-20.02,-1007.32,0.61,1.42,0.11,
28458281,18.07,-16.60,-1028.32,-0.93,1.71,2.02,
28478287,-4.39,-14.16,-1016.11,0.76,-1.51,-0.41,
28498297,18.55,-6.35,-1011.23,0.47,-0.18,0.67,
28518303,16.60,-8.79,-1008.79,-0.49,2.02,-0.09,
28538314,19.04,-10.74,-1003.42,0.20,2.47,0.56,
28558321,13.67,-14.65,-1026.37,-0.03,-1.15,-0.67,
28578330,17.58,-10.74,-1009.77,-0.24,-1.36,0.70,
28598338,19.04,-14.65,-1008.79,-0.60,-0.72,-0.47,
28618348,12.70,-16.60,-1012.70,-0.09,2.52,3.24,
28638359,17.58,-8.79,-1014.65,1.02,-0.29,0.27,
28658368,12.70,-14.16,-1016.11,0.82,1.48,-0.35,
28678374,21.00,-16.60,-1008.79,0.61,0.03,-1.60,
28698382,17.09,-11.23,-1015.62,-1.45,-1.71,0.92,
28718393,26.86,-5.37,-1021.97,0.43,-1.33,2.81,
28738398,20.02,-7.32,-1011.23,2.20,0.34,3.11,
28758409,10.74,-13.67,-1021.97,-0.32,0.72,0.43,
28778417,12.21,-14.65,-1016.11,-1.82,1.30,-0.26,
28798426,15.14,-11.23,-1021.00,0.85,-1.48,2.81,
28818432,11.72,-11.23,-1006.84,2.46,-3.31,1.94,
28838438,7.32,-12.70,-1017.58,-1.45,0.69,2.66,
28858443,8.79,-7.32,-1007.32,-0.55,3.65,-0.06,
28878449,8.30,-9.77,-1017.09,-1.40,-3.69,-2.43,
28898460,11.72,-7.81,-1007.81,-0.05,-0.38,0.98,
28918469,16.60,-18.07,-1010.25,-1.36,-1.22,-0.03,
28938475,11.72,-11.72,-1017.09,-1.77,-0.56,0.27,
28958481,12.21,-14.65,-1012.21,1.08,2.87,-0.15,
28978486,13.67,-10.25,-997.56,1.04,0.18,-1.22,
28998493,6.35,-8.79,-1009.77,0.67,-0.66,0.61,
29018501,7.81,-2.44,-1018.07,-0.44,-0.34,0.18,
29038508,23.44,-21.48,-1012.21,-0.06,-0.92,-0.55,
29058517,9.28,-20.51,-1022.46,1.07,-4.02,0.84,
29078525,10.74,-22.46,-1017.09,0.26,0.08,-1.59,
29098533,16.60,-15.62,-1010.74,0.18,0.49,-1.56,
29118543,-0.49,-0.49,-1015.62,-1.18,2.34,-0.67,
29138552,10.74,-3.42,-1012.70,-1.56,-1.07,-0.27,
29158561,21.00,-19.04,-1000.98,-0.41,2.99,2.17,
29178569,6.84,-7.32,-1015.14,0.40,0.11,-1.05,
29198574,7.81,-20.51,-1024.90,1.68,-0.66,1.16,
29218583,5.37,-26.86,-1012.21,0.40,-0.85,2.73,
29238587,25.39,-23.93,-1004.88,-1.98,-2.60,-1.07,
29258598,10.74,-15.14,-1016.60,1.10,-0.84,3.54,
29278604,17.58,-15.62,-1016.11,0.95,-0.21,1.97,
29298614,11.23,-3.91,-1004.88,0.73,0.29,-1.44,
29318621,10.25,1.46,-1017.09,0.70,0.08,2.46,
29338626,13.67,-22.95,-1012.70,1.13,-0.40,1.57,
29358636,3.91,-11.72,-1007.81,-1.02,-0.53,0.55,
29378643,23.93,-11.23,-1012.70,0.23,-0.47,-0.82,
29398647,19.53,-22.95,-1003.42,-0.08,-0.09,0.44,
29418654,8.79,-12.21,-1014.16,0.87,0.58,-1.30,
29438660,14.16,-14.65,-1014.16,0.34,-0.11,-2.58,
29458668,18.55,-25.39,-1010.25,-1.30,0.60,0.18,
29478675,11.23,-9.28,-1012.70,-0.17,0.20,0.05,
29498680,8.30,-14.16,-1022.46,1.59,-2.34,0.43,
29518688,5.37,-8.79,-1013.67,0.82,-0.93,1.68,
29538698,10.74,-10.25,-1021.97,-0.93,0.26,-1.66,
29558706,4.88,-20.51,-1013.67,0.27,1.11,0.98,
29578714,10.74,-9.28,-1014.65,1.02,-0.44,1.59,
29598725,13.67,-3.91,-1008.30,1.37,-1.15,-0.43,
29618730,8.79,-15.14,-1010.25,-0.61,-0.47,-0.67,
29638737,5.86,-16.60,-1020.02,0.08,-0.34,-0.85,
29658747,20.02,-7.32,-1013.67,0.85,-0.32,0.60,
29678752,17.09,-5.37,-1005.37,1.11,1.56,0.18,
29698762,31.25,-21.00,-1011.23,-0.41,1.91,0.63,
29718773,11.23,-11.72,-1020.51,0.50,-0.09,0.90,
29738782,14.65,-9.77,-1017.58,1.07,-1.13,-0.70,
29758790,3.91,-9.77,-1018.07,-0.55,-1.40,0.02,
29778797,9.77,-19.53,-1019.53,0.20,0.17,-0.12,
29798802,7.32,-19.04,-1019.04,1.08,0.70,2.09,
29818808,5.86,-11.72,-1006.35,-0.40,-1.33,2.29,
29838817,11.23,-7.81,-1022.95,0.61,1.59,0.38,
29858825,7.32,-14.65,-1015.62,-0.58,-0.18,3.11,
29878836,6.35,-10.74,-1017.09,1.05,-3.59,0.09,
29898844,10.25,-23.93,-1017.58,1.16,1.82,-0.05,
29918850,14.16,-16.60,-1009.77,-0.49,-0.38,2.32,
29938859,8.30,-17.09,-1010.74,-0.38,1.63,-0.98,
29958869,4.88,-1.95,-1024.41,-0.03,-0.73,-2.03,
29978879,4.88,-6.35,-1020.02,1.37,-0.20,2.87,
29998885,6.84,-17.09,-1002.44,-0.84,0.38,2.23,
30018891,1.46,-9.28,-1018.07,-1.16,-0.67,-0.96,
30038895,15.14,-12.70,-1027.34,1.30,0.46,0.02,
30058905,21.48,-16.11,-1029.79,0.58,-0.64,1.11,
30078911,11.72,-7.32,-1011.23,0.03,-1.65,-2.38,
30098922,12.70,-19.04,-1014.16,-2.27,2.41,-0.93,
30118932,6.84,-26.37,-1012.70,1.24,-2.37,1.82,
30138941,2.44,-9.77,-1020.51,1.04,-1.21,-2.34,
30158945,12.70,-10.25,-1021.00,-0.92,2.85,-0.18,
30178952,14.65,-11.72,-1012.70,-0.20,-2.75,1.44,
30198961,6.35,-8.79,-1014.65,1.07,0.56,0.79,
30218966,21.97,-13.67,-1023.44,0.76,1.07,-0.24,
30238974,4.88,-13.18,-1016.11,0.72,2.18,-2.69,
30258980,13.67,-4.39,-1024.41,1.21,0.52,0.58,
30278986,19.53,-15.14,-1019.04,1.04,-2.73,3.07,
30298994,9.28,-11.23,-1020.02,-0.58,-0.63,1.27,
30319003,13.67,-18.55,-1017.58,-1.63,-1.08,-1.83,
30339008,8.30,-12.21,-1018.07,1.57,-2.72,2.75,
30359019,14.16,-1.95,-1026.37,0.12,-0.34,2.82,
30379029,20.51,-14.16,-1013.18,0.37,0.58,-2.14,
30399038,0.00,-19.53,-1012.70,-0.89,-1.92,-0.11,
30419048,2.93,-21.48,-1008.30,2.50,-0.49,1.82,
30439055,10.74,0.49,-1024.90,0.15,2.53,0.12,
30459061,7.32,-23.44,-1013.18,-0.58,-0.03,1.59,
30479069,13.67,-8.30,-1017.09,1.25,-0.21,-1.51,
30499075,10.74,-13.67,-1021.48,2.11,0.70,-0.23,
30519079,9.28,-9.77,-1020.02,1.57,-1.24,0.12,
30539089,9.77,-4.88,-1009.77,-0.34,1.69,-0.92,
30559098,5.37,-17.09,-1009.28,-1.34,2.14,-1.48,
30579106,6.84,-6.35,-1014.65,-0.17,-0.73,0.17,
30599117,-3.42,-23.44,-1011.23,2.08,-0.95,1.68,
30619125,10.25,-18.55,-1018.07,-1.65,2.12,1.40,
30639130,8.30,-12.21,-1022.95,-0.38,-2.12,1.19,
30659135,10.25,-23.44,-1023.93,-1.01,-0.67,1.01,
30679145,8.79,-21.97,-1018.55,-1.65,1.05,-0.75,
30699153,2.93,-3.42,-1004.88,1.08,2.29,-0.96,
30719160,8.30,-6.84,-1021.97,0.72,0.14,-0.87,
30739170,11.23,-7.81,-1013.18,0.43,-0.27,-1.54,
30759177,4.39,-18.07,-1010.25,-0.93,-0.38,-0.84,
30779186,-5.37,-21.00,-1018.55,1.36,0.89,-0.31,
30799191,9.77,-15.14,-1011.23,-0.15,1.13,0.11,
30819202,6.35,-18.55,-1015.62,1.10,-0.81,1.31,
30839210,16.11,-7.81,-1014.65,-0.63,1.33,-0.49,
30859219,9.77,-10.74,-1005.86,-0.46,1.44,-0.67,
30879230,15.62,-16.11,-1007.81,-0.17,0.69,-0.12,
30899235,11.23,-3.91,-1011.23,1.07,-1.80,0.69,
30919246,-1.46,-8.79,-1015.62,-0.50,0.37,-0.85,
30939251,10.25,-9.77,-1015.62,-0.63,-0.63,-0.20,
30959260,10.74,-13.18,-1026.37,0.72,-2.64,0.64,
30979265,0.98,-14.16,-1010.25,0.43,-0.92,0.78,
30999272,20.51,-3.91,-1007.81,-0.03,1.95,1.04,
31019277,15.62,1.95,-1011.72,-0.89,1.68,0.32,
31039282,7.32,-13.18,-1003.91,0.08,0.50,-0.08,
31059292,13.67,-16.60,-1018.07,-1.48,-0.87,-1.07,
31079297,15.62,-5.86,-1009.28,-1.28,0.70,0.11,
31099307,9.28,-21.97,-1009.28,0.82,0.26,0.50,
31119314,8.30,-18.55,-1027.34,1.39,-2.08,1.34,
31139321,6.84,-2.93,-1013.67,1.30,-0.26,-1.21,
31159330,10.25,-7.81,-1020.02,-1.28,0.32,2.08,
31179340,12.70,-13.18,-1012.21,-0.20,-0.95,-1.10,
31199348,11.72,-16.11,-1012.70,1.13,-2.47,1.36,
31219354,5.37,-23.93,-1012.21,-0.64,1.16,1.08,
31239361,12.21,-2.93,-1019.53,-0.44,1.11,-2.79,
31259367,2.44,-17.09,-1011.72,-0.02,0.89,1.47,
31279371,7.32,-8.79,-1024.90,1.79,0.53,-2.29,
31299376,-1.46,-7.81,-1009.28,-1.60,-0.44,-0.47,
31319387,4.88,-6.84,-1019.04,-0.26,-1.24,-0.41,
31339396,-0.49,-18.55,-1010.74,1.21,1.15,0.72,
31359407,12.70,-28.81,-1010.25,1.08,-2.52,2.05,
31379414,18.07,-8.30,-1025.39,1.68,-0.11,-1.22,
31399418,8.79,-22.46,-1015.14,-0.49,0.73,0.93,
31419423,0.49,-6.84,-1015.14,1.54,-2.00,-1.15,
31439431,19.53,-9.77,-1005.86,1.31,-0.43,1.16,
31459438,3.91,-7.81,-1005.37,-1.47,3.57,1.33,
31479444,7.81,-15.14,-1014.16,-0.08,1.13,0.69,
31499451,17.58,-25.39,-1022.46,-0.64,-0.14,1.18,
31519461,0.00,-18.55,-1021.97,1.28,-0.20,0.78,
31539466,21.48,-12.70,-1008.30,0.69,3.80,-1.11,
31559476,4.39,-19.53,-1017.58,0.61,0.66,0.23,
31579485,7.32,-9.28,-1012.21,-0.78,-0.43,2.93,
31599491,3.42,-30.76,-1019.04,1.95,-1.98,-0.49,
31619500,16.11,-18.07,-1015.62,-0.26,-0.32,-0.21,
31639511,-50.78,-46.39,-998.05,-6.79,-17.68,2.90,
31659519,-1.46,-20.51,-1095.70,1.73,-4.56,3.92,
31679528,14.65,-17.09,-1024.90,2.21,-0.96,1.15,
31699533,0.00,-5.37,-1004.88,0.23,2.67,-0.46,
31719543,2.44,-11.23,-1017.58,-0.78,-0.31,0.35,
31739549,9.28,-20.51,-1021.48,1.63,-1.86,1.15,
31759560,22.95,-15.14,-1018.55,2.84,1.79,1.54,
31779570,8.79,-9.28,-1010.74,0.26,0.50,1.68,
31799580,6.84,-7.81,-1012.70,-0.46,0.93,-1.33,
31819589,-6.84,-17.09,-1017.09,0.73,-0.60,2.08,
31839600,5.37,-18.55,-1017.58,1.51,0.26,-2.93,
31859610,4.39,-18.55,-1020.02,0.34,0.87,0.98,
31879619,11.23,0.49,-1014.65,-1.11,2.64,0.52,
31899630,12.70,-13.67,-1021.97,-0.23,-1.94,2.26,
31919638,5.86,-21.97,-1000.98,1.95,0.99,-1.36,
31939644,6.84,-19.04,-1006.35,-0.15,-0.53,-0.26,
31959650,9.28,-12.70,-1003.91,0.05,0.67,2.08,
31979660,7.32,-18.07,-1003.91,1.13,0.15,1.45,
31999670,5.37,-10.25,-999.51,1.34,-0.64,2.52,
32019679,5.86,-18.07,-1013.67,-0.85,1.62,1.44,
32039687,-4.88,-15.14,-1015.14,1.91,1.97,0.67,
32059696,5.86,-21.48,-1009.77,1.05,0.38,0.47,
32079705,11.72,-10.25,-1010.74,0.73,1.11,2.15,
32099712,-2.44,-12.70,-1010.74,0.41,0.49,-1.66,
32119722,1.46,-10.25,-1015.62,3.01,1.59,-0.92,
32139729,15.62,-24.90,-1021.00,0.93,-1.86,-0.58,
32159737,6.35,-13.18,-1021.97,-0.17,0.70,-1.77,
32179741,8.79,-6.84,-1014.65,0.92,-0.66,0.98,
32199751,19.04,-18.55,-1011.72,-0.41,-1.27,-0.18,
32219756,5.86,-12.70,-1018.55,0.02,0.47,-0.20,
32239764,3.42,-24.90,-1012.21,0.46,1.02,2.26,
32259775,-0.98,-6.84,-1013.18,-1.91,-0.47,-0.61,
32279785,6.35,-11.23,-1015.62,0.40,-1.86,1.33,
32299792,3.91,-3.91,-1016.11,1.56,-0.90,2.44,
32319801,1.95,-15.62,-1019.53,-0.23,-1.04,-0.12,
32339809,9.77,-18.55,-1013.18,-1.15,0.27,-0.15,
32359816,13.67,-15.62,-1016.60,0.75,-0.24,1.60,
32379823,5.37,-5.86,-1007.32,-0.79,-1.42,0.99,
32399833,8.79,-14.16,-1007.81,1.19,0.03,1.44,
32419842,1.46,-24.90,-1005.86,-1.21,0.69,0.37,
32439852,22.46,-27.34,-1008.79,-0.37,-2.24,1.44,
32459861,13.67,-14.65,-1008.30,0.52,1.22,-2.34,
32479870,11.72,-23.93,-1015.62,0.37,0.26,-0.18,
32499881,16.11,-6.84,-1020.51,-0.90,0.76,-0.79,
32519890,19.04,-17.09,-1005.86,1.39,-0.43,-1.47,
32539895,3.91,-22.46,-1018.55,-0.47,-0.60,0.44,
32559902,8.79,-21.48,-1017.09,-0.84,0.60,1.08,
32579908,5.37,-14.16,-1004.39,-2.43,0.34,0.18,
32599917,-5.37,-25.39,-1009.77,0.27,1.82,-0.37,
32619926,7.32,-7.81,-1004.88,0.44,-2.37,0.17,
32639934,9.28,-6.35,-1009.28,0.55,0.90,0.99,
32659940,12.21,-18.55,-1013.67,-0.58,2.58,1.56,
32679949,10.74,-13.18,-1011.23,0.61,2.31,1.24,
32699956,5.86,-15.62,-1016.60,1.71,-3.21,0.03,
32719963,12.21,-21.48,-1020.51,0.35,0.24,-1.08,
32739971,14.16,-5.86,-1004.39,1.40,-0.63,-0.21,
32759980,10.25,-19.04,-1014.65,-0.84,-2.09,1.53,
32779987,9.28,-26.37,-1004.88,-1.10,1.91,-1.91,
32799997,-6.84,-11.72,-1000.98,-0.90,1.92,-0.27,
32820007,15.14,-16.11,-1025.39,-0.23,0.79,-2.03,
32840013,9.77,-3.42,-1015.14,-0.63,-1.34,0.82,
32860020,10.25,-5.86,-1014.16,-0.64,-0.02,-2.89,
32880030,0.98,-18.07,-1016.11,0.06,-0.52,-1.33,
32900035,7.81,-18.07,-1012.70,-0.05,-1.53,0.11,
32920045,7.32,-16.11,-1016.60,0.98,1.05,1.94,
32940054,8.79,-15.62,-1007.32,-0.06,-0.56,2.26,
32960064,6.35,-5.86,-1019.04,0.18,1.05,0.70,
32980070,10.74,-11.23,-1008.79,0.21,1.65,2.35,
33000074,16.11,-16.11,-1013.18,0.61,1.33,1.76,
33020082,4.39,-3.42,-1013.67,-1.18,0.14,1.62,
33040092,9.28,-19.04,-1010.74,0.24,-0.52,1.60,
33060100,9.28,-9.77,-1014.16,1.42,-3.07,-0.34,
33080111,4.39,-7.32,-1007.81,-0.15,0.34,1.63,
33100119,-5.86,-19.53,-1015.62,-2.26,0.11,2.70,
33120124,0.98,-18.07,-1021.97,-1.79,3.24,2.60,
33140130,1.46,-9.77,-1016.11,0.69,-0.20,3.31,
33160139,13.18,-21.00,-1011.72,1.07,0.46,-2.53,
33180145,13.67,-7.32,-1018.55,-0.63,-1.16,0.23,
33200151,15.14,-4.88,-1001.95,-2.89,0.47,0.90,
33220158,3.91,-10.25,-1015.62,-0.14,-0.56,3.57,
33240163,1.46,-13.18,-1015.14,-0.67,-1.79,4.47,
33260172,6.35,-14.65,-1009.28,-0.06,-0.08,0.21,
33280183,10.74,-13.67,-1016.60,-0.53,0.44,-0.14,
33300192,20.02,-14.16,-1028.32,1.86,-0.32,-1.01,
33320197,13.18,-7.32,-1010.25,-0.09,-0.29,0.40,
33340207,0.49,-9.77,-1010.25,-2.47,2.21,-1.86,
33360215,10.25,-12.70,-1019.04,0.82,-0.47,0.17,
33380221,9.28,-12.21,-1018.55,0.20,-1.68,1.34,
33400231,13.18,-19.53,-1013.67,-1.02,-1.18,0.27,
33420241,4.39,0.49,-1011.23,-0.21,3.60,-0.52,
33440246,-2.93,-10.74,-1005.86,0.72,-2.34,1.05,
33460254,8.79,-16.11,-1019.04,0.38,1.74,-0.76,
33480259,-2.44,-20.51,-1006.35,0.18,2.15,-0.75,
33500264,9.28,-12.21,-1007.32,0.72,0.56,1.51,
33520271,5.37,-6.35,-1008.30,0.05,-2.23,0.96,
33540277,6.84,-6.84,-1026.37,1.27,-1.44,2.85,
33560288,13.67,-9.28,-1024.90,-0.15,0.60,-2.61,
33580294,14.16,-12.21,-1011.72,1.50,1.51,-1.88,
33600305,14.16,-6.84,-1010.74,1.01,-0.69,-0.85,
33620314,10.74,-8.30,-1012.70,-0.29,1.40,1.25,
33640322,4.39,-10.74,-1018.07,-1.15,2.14,-0.02,
33660333,-7.81,-10.74,-1018.55,-2.47,-2.17,-1.05,
33680338,11.23,-19.53,-1008.79,0.81,0.63,-2.20,
33700345,9.77,-19.53,-1009.28,0.84,-2.11,-0.72,
33720351,7.81,-15.14,-1013.18,1.16,-2.14,-1.37,
33740360,14.16,-9.28,-1017.09,-0.34,-1.76,-0.21,
33760367,5.86,-10.25,-1016.60,0.47,-0.21,1.25,
33780377,8.79,-8.79,-1016.11,0.63,2.50,-0.12,
33800384,8.79,-17.58,-1010.74,-1.77,0.75,-1.63,
33820390,6.84,-16.11,-1009.28,1.97,-0.20,0.87,
33840397,4.39,-2.44,-1011.23,1.33,-0.37,0.00,
33860402,-0.98,-24.90,-1011.72,-1.10,1.19,-1.65,
33880411,9.28,-17.09,-1020.02,1.39,0.81,1.60,
33900420,9.77,-9.28,-1017.58,1.94,-1.94,2.05,
33920426,1.46,-15.62,-1024.41,3.11,0.64,-0.70,
33940436,0.98,-6.35,-1023.44,1.04,1.18,0.90,
33960446,16.11,-11.23,-1018.55,0.47,1.88,-1.85,
33980456,6.84,-23.44,-1013.67,1.21,-1.02,0.26,
34000461,1.46,-21.48,-1012.21,1.59,0.18,-3.47,
34020472,2.44,-16.11,-1016.11,-0.78,-0.32,-0.26,
34040478,-3.91,-13.67,-1018.07,-0.37,1.39,-1.50,
34060488,13.18,-3.91,-1015.62,0.58,-0.64,1.48,
34080496,25.88,-13.67,-1022.95,1.30,-1.39,-0.43,
34100502,2.44,-12.21,-1013.18,0.32,0.72,1.74,
34120513,12.21,-20.02,-1003.42,-1.18,-1.15,1.89,
34140517,2.44,-8.79,-1017.58,0.90,1.42,1.56,
34160525,7.81,-12.21,-1022.95,1.15,-1.18,1.80,
34180533,16.11,-12.70,-1012.21,-0.21,2.40,-0.82,
34200544,9.28,-7.81,-1005.37,-0.14,0.44,-1.05,
34220553,2.44,-12.70,-1011.23,0.78,-1.51,0.52,
34240559,7.32,-17.09,-1009.77,1.98,-1.07,-0.37,
34260568,11.23,-24.90,-1015.14,-2.50,1.63,0.69,
34280575,16.60,-17.09,-1012.21,0.56,-2.85,-0.24,
34300581,0.00,-15.14,-1019.04,0.17,-0.35,0.47,
34320590,5.86,-22.95,-1016.60,-0.58,0.75,1.71,
34340596,4.88,-16.11,-1012.70,-0.08,1.83,-0.92,
34360603,0.00,-16.11,-1013.18,0.05,-0.26,1.01,
34380611,-5.86,-23.93,-1017.09,-0.85,-1.33,1.40,
34400616,-2.44,-20.02,-1016.60,1.08,0.85,2.08,
34420625,12.70,-1.95,-1008.79,-0.34,1.62,-0.81,
34440635,10.25,-8.30,-1020.51,1.34,-0.95,0.99,
34460646,21.97,-17.09,-1009.28,-0.08,-2.79,-0.21,
34480650,21.97,-15.14,-1005.86,-0.85,1.91,1.65,
34500657,8.30,-19.04,-1020.02,-1.11,0.47,-2.44,
34520665,10.25,-7.81,-1019.04,1.30,0.09,0.69,
34540670,2.93,-7.81,-1009.77,-0.85,-0.61,1.57,
34560680,0.00,-14.16,-1014.16,-0.75,1.33,0.70,
34580689,12.21,-7.32,-1023.93,0.90,2.92,1.59,
34600696,11.72,-4.39,-1014.65,1.88,0.61,2.00,
