micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
3684660,15.62,808.11,-539.55,-3.34,25.01,-2.40,2.40,1.35,38.10,
3704667,58.59,872.56,-513.18,-16.98,28.52,6.23,2.70,2.85,38.85,
3724674,23.44,880.37,-480.47,-21.31,41.24,-21.39,3.15,2.85,36.75,
3744679,56.64,820.31,-517.09,-20.49,23.97,-8.96,1.50,3.00,36.90,
3764684,72.75,891.60,-479.00,-19.15,8.09,1.85,3.00,3.00,36.45,
3784695,26.86,935.06,-490.72,-23.18,16.46,32.87,1.05,4.35,38.40,
3804700,81.05,932.13,-527.83,-74.24,35.85,21.68,3.00,4.20,37.50,
3824708,113.28,919.92,-531.25,-90.44,74.78,25.16,1.50,5.55,38.55,
3844717,213.87,842.29,-515.62,-103.22,96.40,12.09,-1.05,6.15,40.80,
3864722,203.12,737.30,-419.92,-81.10,50.61,-2.24,-0.60,8.70,40.20,
3884733,132.32,801.76,-396.97,-46.43,4.79,12.90,-0.45,8.85,42.00,
3904742,114.26,842.29,-299.80,4.02,-16.35,-8.02,-2.25,8.70,42.60,
3924750,134.77,860.84,-350.59,23.18,-49.88,-4.95,-0.15,8.70,43.35,
3944758,100.10,904.79,-370.61,28.67,-57.62,-13.56,-0.15,9.60,41.70,
3964766,38.57,958.98,-438.96,32.37,-51.07,2.23,-0.60,9.45,40.80,
3984774,188.96,751.46,-634.77,33.80,-5.65,-24.90,0.00,8.70,41.85,
4004783,14.65,546.39,-594.73,-19.92,-42.64,-57.59,1.20,8.55,41.70,
4024793,229.49,988.28,-210.45,-7.74,35.95,-87.94,2.10,7.65,38.40,
4044799,53.71,836.91,-203.12,10.24,61.54,-19.28,0.75,7.35,40.65,
4064810,-131.84,852.05,-324.71,6.41,44.58,-40.75,0.15,8.55,41.10,
4084817,-3.42,811.52,-445.31,3.13,19.39,-6.66,0.00,8.70,39.75,
4104823,88.38,808.11,-789.55,-20.72,-112.89,-3.51,0.15,8.55,40.05,
4124832,36.62,891.60,-501.46,-5.53,-82.55,15.27,3.60,8.10,40.35,
4144843,-22.95,918.95,-475.10,-5.51,-47.22,8.89,4.05,7.35,41.70,
4164849,-24.90,952.15,-346.68,-15.13,-20.43,1.59,3.15,9.45,40.50,
4184860,-31.74,891.60,-418.95,-9.48,12.79,5.21,3.15,7.95,39.45,
4204864,31.74,873.54,-395.02,16.66,19.15,36.85,3.30,8.55,39.60,
4224875,18.55,867.19,-403.81,-7.36,-2.76,9.98,4.05,8.85,40.65,
4244883,-0.49,894.53,-409.18,-4.75,5.57,7.63,3.15,8.40,41.25,
4264893,49.80,889.16,-432.13,-11.66,3.25,13.42,3.00,8.10,40.35,
4284903,62.01,940.92,-412.11,-23.51,-7.63,3.62,1.80,9.60,41.40,
4304909,345.70,783.69,-521.00,-12.02,6.61,21.40,2.70,7.95,42.30,
4324915,-85.45,1040.53,-165.04,-37.98,20.41,80.82,0.60,9.00,41.25,
4344926,84.96,980.96,-272.46,10.17,15.16,-24.06,1.50,10.35,40.35,
4364936,130.86,1131.84,-366.21,-38.98,-1.69,40.15,1.50,10.35,41.70,
4384942,-55.66,1000.00,-342.29,-35.59,-11.51,-8.61,1.80,10.65,41.70,
4404951,16.60,913.09,-404.30,-72.23,10.11,32.03,2.55,10.65,40.35,
4424956,-62.50,854.49,-300.29,-34.81,-36.82,18.09,3.60,11.40,43.05,
4444961,17.58,891.60,-250.00,-27.74,-18.63,-14.21,3.75,11.70,41.85,
4464969,35.16,1054.69,-312.50,10.26,-17.50,36.29,3.15,11.70,43.95,
4484977,164.55,753.91,-451.17,36.69,4.46,-21.63,3.60,11.40,40.65,
4504986,37.11,959.47,-281.74,27.74,-6.03,28.18,3.45,12.00,42.60,
4524996,218.75,970.70,-425.29,1.22,-14.05,-15.56,3.75,11.25,42.30,
4545001,78.61,936.52,-353.52,15.45,-14.20,-18.27,4.20,11.25,40.20,
4565012,27.83,881.35,-473.14,-12.03,-10.35,-80.44,3.45,12.00,40.80,
4585023,-13.18,1021.97,-323.73,-15.62,-37.27,-15.13,4.65,10.35,42.75,
4605033,-49.32,898.93,-435.55,-7.79,8.61,-22.99,4.50,10.50,42.30,
4625044,-77.15,946.29,-357.42,11.57,-1.66,11.57,4.35,10.65,42.00,
4645052,-42.48,1076.17,-405.76,-5.66,-11.57,16.02,7.05,11.70,42.60,
4665061,66.89,812.99,-357.42,-18.27,47.07,1.16,5.40,10.05,43.05,
4685068,47.85,862.30,-444.34,-28.26,52.09,-5.36,4.65,11.40,42.00,
4705073,-8.30,944.34,-390.14,-17.34,-10.63,12.35,3.15,12.75,41.55,
4725080,-72.27,983.40,-322.75,13.97,7.15,22.58,3.60,11.85,43.80,
4745086,75.20,995.61,-278.81,20.56,-6.08,38.27,3.00,11.85,42.00,
4765093,88.87,968.26,-359.86,-0.87,-12.92,50.11,3.45,10.95,42.90,
4785099,105.47,775.88,-542.97,-15.89,20.29,67.66,1.20,11.85,44.85,
4805110,15.62,931.15,-221.68,-7.31,-6.72,-10.26,3.60,12.90,41.40,
4825116,135.74,924.32,-354.00,-40.47,7.88,-31.34,2.55,12.15,42.00,
4845124,73.73,982.42,-274.90,-2.32,6.47,-20.49,3.15,11.70,42.30,
4865131,197.75,946.29,-253.91,-47.57,8.76,3.40,3.45,12.75,41.25,
4885139,-66.89,760.25,-518.55,-114.70,72.63,99.85,2.10,13.80,41.85,
4905150,32.23,896.97,-341.31,-24.34,2.49,-47.04,1.80,12.90,42.45,
4925159,-2.44,1016.11,-229.49,-21.34,8.67,-61.31,2.10,14.55,44.70,
4945165,9.28,994.14,-194.82,-9.27,-7.53,0.61,1.80,14.40,43.80,
4965176,15.14,964.84,-361.33,-14.46,-16.02,3.76,0.75,14.40,44.55,
4985187,76.66,901.37,-299.80,-28.14,-65.89,-7.88,1.50,14.40,44.55,
5005194,-10.74,819.82,-373.54,-27.77,-45.91,-24.82,3.15,15.30,45.00,
5025201,33.20,800.29,-438.96,5.62,-11.05,-83.54,3.30,15.45,44.85,
5045211,-22.46,947.75,-293.95,-13.97,-59.56,-193.34,6.90,15.90,46.65,
5065218,-108.40,1011.23,-195.31,56.15,-54.78,-51.39,6.45,15.45,46.95,
5085223,-158.20,923.34,-357.42,-10.53,-36.12,-65.24,9.45,16.05,45.30,
5105229,-122.07,1077.15,-109.38,-25.10,-35.28,30.76,10.20,17.10,46.80,
5125238,-106.45,991.21,-170.41,-46.41,-12.08,81.79,9.90,16.05,44.70,
5145248,-57.62,1229.98,120.12,-57.30,-99.31,52.66,11.10,16.95,45.15,
5165256,-173.83,1197.75,-165.04,-66.69,-170.52,-104.32,9.15,16.80,48.45,
5185264,-41.50,1062.99,-192.38,-116.46,-102.35,77.74,9.60,18.75,50.70,
5205275,-114.26,800.78,-130.37,-66.06,-32.60,-0.85,7.05,20.70,55.50,
5225284,130.37,897.46,-186.04,-7.77,11.05,-0.81,7.20,21.75,52.80,
5245289,28.32,931.64,-10.25,2.55,19.80,-8.87,7.65,21.15,52.95,
5265295,82.03,872.56,-80.08,18.31,22.96,-7.48,5.40,20.25,52.20,
5285301,74.22,868.65,-84.96,53.10,25.04,-49.53,7.50,21.00,52.20,
5305311,-39.55,974.12,-120.12,22.03,-0.34,3.80,9.00,19.80,53.55,
5325319,-9.28,987.79,-95.70,44.12,11.59,-89.92,9.30,19.80,51.75,
5345323,19.53,1032.23,-195.31,31.47,9.04,-47.05,7.95,20.55,51.15,
5365331,-108.40,920.90,-156.25,13.50,-24.73,-22.79,9.15,20.10,50.55,
5385340,53.22,1006.84,-41.50,7.62,4.82,-18.53,8.70,19.65,50.25,
5405347,-145.51,941.41,-12.21,26.35,-7.83,-101.47,10.65,19.80,51.45,
5425356,8.30,1023.44,-105.47,43.57,10.20,-56.53,10.05,19.80,50.40,
5445362,0.49,985.84,-378.42,2.44,-3.13,-4.98,11.85,19.05,49.35,
5465370,-101.07,1002.93,-166.50,20.93,-11.73,3.74,10.20,19.35,50.25,
5485377,-12.70,983.89,-151.37,1.31,1.28,-6.87,12.00,19.65,49.20,
5505386,-41.50,991.70,-174.32,17.91,34.00,-106.66,10.35,19.05,51.15,
5525393,-86.91,961.43,-173.34,12.21,21.74,-50.66,10.95,20.70,50.25,
5545399,-24.41,1069.34,-179.20,-0.15,3.85,-9.37,10.65,21.00,48.60,
5565411,27.34,1128.42,-15.62,-24.37,32.46,-28.21,12.00,21.45,50.25,
5585416,-56.15,1000.98,-234.86,-0.64,25.16,9.71,12.00,22.20,50.25,
5605420,-51.76,931.64,-51.76,52.99,90.46,26.53,11.85,19.80,49.65,
5625425,-40.04,882.81,-258.30,33.59,9.19,-3.59,11.10,20.25,48.30,
5645437,-4.88,755.86,-201.66,10.11,-18.81,-33.66,11.10,19.50,49.05,
5665447,20.51,1027.34,-274.41,24.98,-0.08,9.88,10.05,18.45,51.75,
5685452,-30.76,1004.88,-295.90,13.63,-4.27,-30.95,12.45,20.25,49.65,
5705463,-89.84,1059.57,-182.62,9.79,-2.20,18.02,12.30,20.70,48.45,
5725473,-81.05,1031.74,-234.38,14.58,7.85,-19.62,13.05,21.90,48.90,
5745482,-66.41,958.98,-228.52,0.23,7.60,5.66,11.25,20.10,48.45,
5765487,-51.27,957.52,-175.78,-6.43,6.56,16.47,11.10,19.80,49.05,
5785492,-44.92,933.11,-211.43,-12.70,-9.53,-4.11,12.00,19.65,48.90,
5805501,-114.75,1009.28,-182.13,-17.44,-11.31,-1.40,9.90,20.70,50.25,
5825512,-88.38,988.28,-131.35,-27.48,-14.99,0.52,10.65,20.25,48.60,
5845521,-36.13,959.47,-141.60,-30.44,-24.89,4.61,13.20,21.30,48.60,
5865533,-216.80,1029.79,-67.38,13.13,-30.73,-38.79,13.20,23.10,49.65,
5885538,-85.45,958.50,-139.65,-27.39,-5.53,-40.03,12.60,22.20,50.25,
5905546,-91.80,888.18,-196.78,-33.31,18.75,9.30,13.05,21.15,51.30,
5925557,-87.40,872.56,-33.69,-21.94,61.59,-30.53,15.45,23.40,52.35,
5945564,-148.93,977.05,-172.85,-6.52,-63.50,-47.62,14.40,22.65,50.85,
5965569,-189.94,1073.73,-52.73,-14.38,-66.50,-5.15,13.50,22.05,54.60,
5985579,-314.94,1087.89,-188.48,-7.71,-47.76,-30.24,16.20,21.90,55.50,
6005588,-66.89,1019.53,-171.88,-14.82,-28.09,28.37,17.55,21.90,54.45,
6025592,-33.20,1019.04,-80.57,13.54,-15.79,1.54,17.40,20.55,55.65,
6045597,-59.57,988.28,-52.25,26.79,30.79,24.85,17.10,22.35,53.55,
6065604,-129.88,938.96,-184.08,41.89,26.21,-14.56,15.15,22.20,54.00,
6085616,-154.79,998.05,-158.69,25.13,14.41,52.82,16.80,23.55,53.55,
6105628,-104.00,979.98,-155.76,33.13,29.60,53.77,17.25,22.20,51.60,
6125635,-10.25,861.82,-374.51,-6.29,-7.95,0.50,14.10,22.20,52.95,
6145643,-229.00,1115.72,-224.61,-96.00,148.23,124.69,15.45,22.65,49.95,
6165652,13.67,1091.31,-281.25,-9.85,6.66,12.05,14.85,22.20,53.70,
6185658,55.66,1125.98,-129.39,11.31,-37.02,-75.88,13.80,22.65,51.90,
6205663,13.18,930.18,-229.00,-23.48,21.59,56.15,14.40,20.70,51.90,
6225671,-65.43,991.70,249.02,128.66,-41.19,-80.14,12.60,23.40,51.90,
6245680,29.79,913.09,-146.00,28.98,-24.67,1.33,11.25,20.70,52.35,
6265686,-106.45,898.44,-329.10,-14.79,28.11,-16.99,12.00,21.90,52.35,
6285696,6.35,1044.92,-52.25,2.73,19.63,-5.07,11.55,21.90,52.65,
6305701,12.70,927.25,-140.14,-1.62,19.89,24.06,11.10,23.55,52.50,
6325709,-49.80,975.10,-271.48,-5.33,31.95,77.01,11.55,22.20,52.95,
6345713,1.46,947.75,-205.57,-16.84,-18.35,72.93,10.65,22.35,52.50,
6365722,70.31,1151.86,-134.77,-20.27,-38.52,82.52,9.90,23.40,54.00,
6385729,-73.24,1104.00,-65.92,33.48,-43.22,109.88,8.55,23.10,52.80,
6405733,81.54,797.36,-261.23,-4.64,-55.04,-5.82,8.70,20.70,54.75,
6425745,-3.91,1071.29,95.70,-3.76,-22.64,-7.18,7.50,22.35,54.90,
6445754,33.20,911.62,-35.16,63.91,24.70,-39.18,7.65,22.95,53.70,
6465762,-40.04,930.66,-168.95,69.11,6.87,-32.76,7.65,21.45,52.95,
6485773,-128.42,669.43,-511.23,96.56,52.02,-57.37,10.50,21.45,51.60,
6505783,-109.38,811.04,-108.40,79.91,16.99,-127.86,10.20,20.70,49.95,
6525789,113.77,1155.76,-337.40,17.15,-11.24,-11.11,10.65,19.80,48.00,
6545800,-39.06,768.07,-870.12,7.04,91.82,25.13,12.60,19.35,47.85,
6565805,833.01,1720.70,-1431.64,-33.62,110.34,68.11,11.85,19.05,48.00,
6585813,-551.27,796.88,234.86,-90.53,185.97,96.34,11.40,21.00,45.90,
6605818,62.99,939.45,-381.35,-11.21,5.27,0.43,5.10,20.55,46.20,
6625830,114.75,1023.44,-172.85,-7.11,94.85,60.00,5.70,21.00,47.25,
6645839,1.46,984.38,-218.75,-11.07,16.12,-24.17,6.15,21.00,45.15,
6665849,91.31,913.57,39.06,-51.53,-24.84,-35.73,6.60,21.15,48.90,
6685860,-84.47,958.98,112.79,-42.95,73.66,-36.81,5.40,20.55,48.00,
6705867,-100.59,905.76,-483.40,-183.95,46.75,90.27,2.70,20.70,52.65,
6725874,14.65,1279.79,265.14,-96.50,26.43,1.16,4.20,20.70,52.65,
6745883,-55.18,933.59,-43.95,-108.63,36.67,-17.13,4.20,23.40,52.95,
6765889,-30.76,766.60,-256.35,-70.53,8.52,65.69,4.20,23.40,53.40,
6785897,-39.55,914.55,108.89,-62.53,12.92,-54.34,3.75,25.20,55.05,
6805905,-88.87,938.48,-53.71,-21.42,-7.89,-42.41,5.10,25.65,54.90,
6825911,7.32,1004.39,-0.49,-32.76,-4.87,7.94,4.35,25.65,57.00,
6845919,66.89,990.72,159.18,-9.57,-31.16,-2.92,4.35,24.90,57.00,
6865927,-3.42,943.36,-58.11,-8.40,-2.11,29.34,1.35,25.20,56.85,
6885935,177.25,991.70,-149.41,55.98,-65.62,22.73,4.20,24.75,56.10,
6905941,183.59,654.30,-94.73,19.76,-59.91,68.11,4.65,26.40,57.75,
6925946,124.02,1080.08,-164.06,58.89,-2.87,2.38,5.10,27.60,55.20,
6945957,-39.55,1057.62,-103.52,18.63,65.92,89.82,3.75,27.00,54.75,
6965966,97.66,922.85,-132.81,56.09,-14.95,60.24,3.45,26.55,54.00,
6985971,58.11,1079.59,-63.48,45.21,8.31,-3.68,3.60,25.65,52.50,
7005981,36.13,1040.53,-131.84,42.08,8.85,-9.60,4.05,24.30,54.90,
7025990,28.81,1026.37,-93.75,22.50,13.69,-13.54,2.55,26.40,51.75,
7045995,61.52,941.41,-167.97,46.52,50.46,-9.11,4.05,25.35,51.75,
7066002,65.43,897.46,-31.25,48.18,-1.02,-16.31,3.00,23.10,50.40,
7086013,14.16,916.50,-118.16,35.71,-1.13,-4.44,3.75,24.75,50.25,
7106022,41.02,949.22,-163.57,35.47,-4.79,-13.42,3.15,22.65,49.50,
7126034,100.59,1049.32,-413.09,27.80,26.73,-4.11,3.15,22.95,49.95,
7146042,47.85,983.89,-406.25,76.32,-1.18,-9.02,3.00,22.05,48.00,
7166050,50.29,976.56,-262.70,35.37,15.11,-43.34,3.45,21.45,50.25,
7186058,75.20,930.66,-212.89,-21.44,0.84,-18.92,3.15,21.45,47.10,
7206066,-82.03,1090.82,-66.41,-25.13,-1.40,-16.18,4.50,21.90,48.90,
7226074,-17.58,965.82,-116.21,11.22,106.26,39.11,2.70,22.95,49.95,
7246086,-23.93,1031.25,-277.83,19.30,16.38,67.51,2.25,21.75,48.60,
7266094,94.73,901.37,-306.64,31.85,0.27,15.33,2.25,21.75,46.95,
7286105,39.55,1073.24,-441.89,46.52,-8.69,47.39,2.40,21.90,47.85,
7306110,-6.84,879.39,-259.77,26.76,-6.05,72.44,3.00,20.25,46.20,
7326117,123.05,833.50,-244.63,28.55,-7.21,35.34,0.30,18.60,47.10,
