micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
3824639,-382.81,682.62,-636.72,60.93,-85.60,-27.11,-2.25,1.50,37.20,
3844649,-428.71,648.44,-419.43,138.60,-55.21,-22.08,1.35,0.60,36.00,
3864662,-326.66,550.78,-601.56,314.38,-112.66,1.91,2.25,-1.20,34.80,
3884668,-264.16,474.12,-1009.28,308.67,-41.95,-35.30,4.20,-5.85,33.60,
3904681,-357.42,887.70,-599.61,238.50,19.27,-102.34,3.30,-10.35,31.35,
3926506,-340.82,565.43,-761.23,-138.76,28.90,-23.77,4.65,-13.95,30.00,
3946511,-458.50,391.11,-1069.82,-277.16,173.97,-5.07,3.00,-12.60,32.40,
3966518,-555.18,454.59,-1070.31,-100.82,61.71,-15.51,0.00,-7.95,33.90,
3986530,-281.25,610.35,-671.39,-37.21,38.37,0.38,0.45,-5.55,33.45,
4006540,-244.14,606.45,-633.30,-60.43,89.08,20.03,0.00,-4.35,32.25,
4026548,-259.28,634.28,-656.74,-99.01,140.66,34.60,-3.15,-3.90,33.60,
4046558,-237.30,642.09,-763.67,-129.92,179.15,22.93,-3.45,-3.60,33.30,
4066562,-155.76,733.89,-612.79,-162.35,196.38,10.32,-6.60,-0.60,37.05,
4086573,-55.66,758.79,-908.69,-133.08,99.82,33.82,-10.05,3.00,38.25,
4106578,-99.12,779.30,-784.18,-43.53,32.20,14.38,-12.15,1.50,40.65,
4126584,-180.18,755.86,-641.60,-42.41,44.75,27.77,-11.40,3.75,42.75,
4146592,-182.13,742.68,-568.85,-73.54,53.51,12.14,-12.60,3.60,42.30,
4166600,-52.25,783.69,-650.39,-66.37,51.11,-3.28,-12.45,5.55,41.70,
4186608,-2.93,838.87,-472.66,-88.92,8.79,8.23,-12.30,6.45,40.80,
4206613,-32.71,858.40,-681.64,-69.21,-37.77,11.48,-13.50,7.05,43.50,
4226620,-13.67,880.37,-488.77,-50.72,-1.45,43.77,-13.35,9.00,43.95,
4246631,-112.79,817.38,-555.66,-44.92,-14.18,37.53,-13.35,7.65,43.65,
4266636,-32.23,847.66,-445.80,-12.44,-38.00,23.39,-14.25,8.55,44.85,
4286645,107.91,939.45,-358.40,39.39,-60.09,26.00,-13.50,8.85,43.80,
4306652,-96.19,901.37,-380.37,-20.98,-84.69,29.88,-12.45,7.80,43.50,
4326659,-91.80,801.76,-432.62,-53.31,-52.72,12.64,-10.50,8.40,43.65,
4346670,3.91,936.04,-368.16,-48.41,-42.55,-4.66,-10.95,9.45,43.95,
4366675,8.79,951.17,-343.26,-63.24,-29.98,17.33,-12.45,8.10,43.05,
4386686,-48.34,861.82,-227.05,-62.47,-2.15,38.35,-9.90,10.50,43.65,
4406692,-97.17,805.66,-229.49,-58.14,60.43,41.21,-13.50,9.30,45.15,
4426698,-21.48,858.40,-332.52,-56.66,66.75,30.15,-12.45,10.05,45.60,
4446703,-104.00,778.81,-647.46,-66.43,128.85,-16.73,-12.90,11.85,46.20,
4466708,166.02,1102.05,-422.85,-48.21,85.51,-2.26,-13.95,11.40,48.60,
4486716,2.44,960.45,-364.75,-47.74,40.15,25.60,-14.25,13.65,49.05,
4506723,-115.72,857.91,-321.29,-24.66,-58.14,16.85,-15.90,12.30,50.25,
4526731,26.86,907.71,-397.46,-35.02,-129.71,5.95,-17.40,14.40,50.40,
4546740,-32.23,930.18,-317.87,18.21,-133.34,-13.89,-15.15,13.05,51.60,
4566749,-54.20,843.75,-211.91,55.56,-152.55,15.89,-12.90,13.65,48.30,
4586758,2.93,1042.97,94.73,103.98,57.31,46.67,-10.95,12.75,47.40,
4606770,-180.66,1018.55,-705.08,182.98,-35.83,70.23,-12.45,11.85,47.40,
4626781,224.12,2140.14,-120.61,132.14,-14.32,-50.55,-9.30,10.35,45.75,
4646791,-147.46,119.14,-293.46,52.09,-73.79,28.79,-11.55,9.00,45.75,
4666798,-41.99,681.64,-693.85,36.11,-3.79,-10.05,-9.60,9.30,41.70,
4686808,-12.21,891.11,-388.67,21.08,-6.03,37.05,-9.30,7.05,42.00,
4706818,-106.93,798.83,-551.76,11.57,19.80,46.43,-10.35,7.80,44.55,
4726823,-68.85,850.59,-513.18,-8.72,19.07,-7.76,-9.15,8.40,40.80,
4746831,-13.18,881.35,-547.85,-22.70,14.76,0.84,-10.50,8.40,41.55,
4766840,-34.67,815.92,-582.03,-35.47,12.96,-9.16,-9.60,8.85,42.00,
4786847,-47.85,829.59,-603.52,-39.79,-12.11,3.36,-9.60,8.85,42.00,
4806859,-97.17,881.35,-532.23,-54.06,-37.60,4.40,-10.35,8.55,43.50,
4826871,-1.46,883.30,-700.20,-21.86,95.82,-41.10,-9.60,10.65,42.45,
4846876,-79.10,902.34,-446.78,24.89,97.36,-28.84,-11.40,10.05,44.85,
4866880,-90.33,910.64,-545.90,-17.80,110.72,-7.89,-11.40,9.60,43.50,
4886891,21.00,923.83,-340.33,-4.20,121.33,-35.82,-13.35,10.20,45.30,
4906903,-335.45,898.93,-361.33,57.08,133.34,-31.08,-12.45,11.85,44.55,
4926908,-124.51,915.04,-484.38,78.38,101.30,-28.29,-14.25,11.40,45.15,
4946915,35.16,851.07,-609.38,54.58,28.69,-28.58,-13.80,9.75,46.35,
4966927,-2.44,873.05,-434.08,35.33,-22.73,18.70,-13.95,9.30,44.55,
4986932,-45.41,787.60,-537.11,74.55,-0.41,13.80,-15.60,9.60,45.15,
5006942,13.67,787.60,-593.26,69.51,5.37,17.28,-16.20,7.95,46.35,
5026950,-54.69,721.68,-480.47,70.82,-2.12,-0.67,-15.00,6.30,42.45,
5046955,-47.36,901.37,-604.98,60.75,6.63,24.52,-16.20,7.20,42.30,
5066960,43.46,788.09,-599.12,58.14,-1.53,30.60,-16.50,4.65,41.55,
5086969,72.75,749.51,-628.42,33.30,7.73,11.80,-15.30,4.50,43.05,
5106977,145.02,700.68,-630.86,31.85,31.36,8.20,-16.50,3.60,41.25,
5126983,63.48,784.67,-665.53,17.04,11.01,0.14,-15.30,3.00,42.45,
5146989,44.43,676.76,-660.16,17.73,13.25,-33.42,-17.40,3.00,42.00,
5166996,-30.76,710.94,-658.69,-12.49,13.62,-8.55,-16.35,2.25,41.70,
5187000,-60.55,807.13,-647.95,-25.04,-5.94,-23.01,-16.20,3.60,42.30,
5207010,49.80,760.74,-653.81,-13.40,-1.37,-0.58,-16.35,3.45,42.45,
5227014,37.11,797.85,-548.34,-20.38,-6.05,1.18,-15.30,4.20,41.40,
5247022,5.86,833.98,-607.42,2.87,-20.43,8.00,-16.35,4.20,42.75,
5267029,7.81,791.02,-638.18,5.53,-3.28,4.56,-15.30,3.45,42.00,
5287037,39.06,744.63,-564.45,3.40,-8.46,21.51,-15.90,5.40,41.25,
5307046,21.00,780.76,-541.02,-16.52,-8.18,43.71,-15.30,1.95,41.10,
5327058,-8.79,870.12,-535.16,-34.21,-28.23,24.69,-15.45,5.10,42.30,
5347066,48.34,782.71,-651.86,0.37,-37.01,7.42,-15.90,5.85,43.35,
5367077,-123.54,906.25,-700.68,2.63,-35.65,1.45,-15.90,4.65,41.85,
5387083,41.02,759.77,-551.27,1.69,-26.08,5.83,-15.15,3.15,40.20,
5407094,18.07,755.86,-587.40,2.70,-19.53,7.34,-15.60,3.45,41.70,
5427104,2.44,709.47,-507.32,-5.19,-34.02,15.39,-15.60,4.20,40.65,
5447110,0.98,883.79,-567.38,-7.25,-51.98,15.68,-14.25,3.00,41.70,
5467120,303.22,649.41,-510.74,-14.20,-121.73,9.71,-13.95,3.75,41.10,
5487129,139.16,737.30,-662.11,0.32,-112.18,-10.78,-12.60,3.90,39.75,
5507137,-121.09,856.93,-823.73,-22.81,-154.00,31.85,-11.40,3.75,37.50,
5527142,-135.74,874.51,-628.91,-4.23,-165.16,15.33,-11.85,4.80,40.05,
5547150,-103.52,807.13,-541.99,5.92,-60.99,14.87,-8.25,2.70,37.50,
5567157,-66.41,789.55,-494.63,7.31,8.50,38.18,-7.35,3.15,37.80,
5587163,-12.21,715.33,-612.30,19.62,22.82,43.51,-8.55,3.75,39.00,
5607174,-48.83,775.39,-603.03,20.03,20.47,23.48,-8.55,4.20,39.00,
5627182,-71.78,803.71,-588.38,19.62,17.15,16.63,-9.00,3.45,38.55,
5647192,-33.69,770.02,-584.96,19.21,6.03,26.34,-10.65,2.25,39.60,
5667197,9.77,746.09,-574.22,14.50,2.55,38.34,-11.40,1.50,39.30,
5687206,6.35,788.09,-568.85,11.68,9.76,30.23,-9.30,3.45,37.95,
5707216,92.29,713.38,-643.07,21.19,1.19,45.82,-10.65,1.20,39.00,
5727222,62.01,909.67,-722.17,-4.14,9.80,27.04,-10.65,1.20,38.55,
5747233,59.08,766.60,-734.86,0.49,-2.03,22.55,-11.10,0.90,37.20,
5767238,44.43,814.45,-541.99,6.14,-8.41,26.52,-13.05,1.05,39.75,
5787247,61.04,716.80,-551.27,-13.69,-31.25,20.63,-12.15,-0.45,37.95,
5807252,60.55,738.77,-618.16,-7.02,-25.45,23.33,-11.85,0.15,37.50,
5827259,80.08,795.90,-590.33,-13.79,-25.07,32.78,-9.15,1.05,37.05,
5847267,67.38,749.02,-689.94,1.02,-26.92,38.81,-10.05,0.15,37.95,
5867273,14.65,732.42,-623.05,20.35,-23.02,51.86,-10.50,0.00,37.80,
5887284,103.52,809.57,-548.83,16.82,-31.16,24.67,-11.55,1.05,37.35,
5907293,15.62,757.81,-641.11,37.53,-4.72,60.95,-12.00,-1.05,38.85,
5927301,5.37,741.70,-798.83,38.31,-4.99,28.24,-12.15,-2.70,37.50,
5947307,141.60,812.50,-790.04,33.13,1.63,70.08,-12.00,-0.30,37.05,
5967317,101.56,813.96,-636.72,29.30,18.41,8.18,-9.60,-1.20,34.50,
5987329,44.43,733.40,-668.95,1.18,33.13,-7.27,-10.95,-2.55,37.05,
6007335,129.39,804.69,-506.35,0.26,22.49,38.64,-10.65,-3.00,36.15,
6027344,151.37,747.07,-726.56,10.27,7.59,5.91,-12.30,-2.10,36.00,
6047353,341.80,1004.88,-725.10,9.54,21.04,21.22,-12.45,-3.45,35.85,
6067357,140.14,631.84,-625.98,10.12,21.27,0.24,-13.20,-4.80,37.50,
6087366,116.21,646.97,-796.39,11.42,-2.37,2.18,-13.35,-4.35,36.30,
6107377,106.45,713.38,-658.20,13.77,17.07,-5.95,-12.45,-4.20,35.10,
6127385,140.62,711.43,-667.48,6.95,7.10,-6.67,-14.10,-3.15,34.95,
6147390,117.68,674.80,-687.50,11.28,2.08,1.79,-13.80,-3.90,35.25,
6167395,129.88,759.77,-636.23,6.47,20.43,-11.63,-14.10,-4.65,37.35,
6187402,144.04,707.03,-662.60,-0.31,17.85,-8.85,-12.15,-4.20,36.45,
6207408,133.79,661.62,-711.91,-6.20,18.52,-8.27,-14.85,-5.40,37.35,
6227417,128.91,723.14,-688.48,-4.56,19.07,-9.30,-14.10,-4.35,34.95,
6247429,122.56,668.95,-701.17,-3.71,25.79,2.79,-14.10,-3.90,36.30,
6267434,114.75,600.10,-693.85,1.34,25.48,9.10,-14.85,-4.65,34.95,
6287439,145.02,677.73,-674.80,4.96,20.84,-9.02,-14.40,-4.35,36.75,
6307445,128.42,656.74,-676.76,-9.27,-4.67,1.27,-15.60,-4.20,36.45,
6327449,174.80,666.50,-675.29,2.67,12.40,-2.78,-15.00,-4.80,37.50,
6347454,143.07,670.90,-711.91,2.29,-10.90,-13.86,-17.10,-4.50,36.15,
6367463,196.78,701.17,-705.08,6.14,-15.50,-11.36,-14.55,-5.55,38.55,
6387475,205.57,738.77,-790.53,-6.64,-5.13,-25.73,-14.55,-4.20,37.20,
6407481,120.12,677.73,-691.89,-6.06,-4.05,-22.44,-14.25,-3.45,35.55,
6427491,78.12,661.13,-639.16,-21.59,5.40,-54.66,-13.50,-3.45,36.15,
6447502,119.14,725.59,-669.43,4.95,8.38,-30.47,-12.00,-3.15,36.00,
6467509,111.33,710.45,-726.56,-9.21,12.87,-10.34,-13.50,-2.25,36.90,
6487516,107.91,720.21,-668.95,-12.29,17.94,-19.98,-13.35,-2.85,36.75,
6507521,151.86,703.12,-729.49,-28.02,32.85,-8.21,-15.90,-3.15,38.85,
6527531,141.60,731.93,-691.89,-11.57,43.94,-5.63,-12.45,-3.00,37.20,
6547542,85.45,645.51,-797.36,-5.68,60.67,-26.35,-13.95,-1.20,36.15,
6567549,146.97,738.28,-634.28,-17.21,55.13,-20.61,-16.20,-1.80,38.10,
6587558,164.06,733.89,-709.96,-33.65,80.96,-29.34,-16.35,-0.90,37.50,
6607566,42.48,719.24,-763.18,-16.40,108.87,-59.60,-17.10,-0.45,40.65,
6627574,287.11,959.96,-529.30,-31.60,101.08,-68.61,-16.35,0.15,40.35,
6647584,236.33,801.76,-663.09,-8.09,60.96,-37.63,-19.20,-0.45,43.05,
6667594,207.52,841.31,-468.26,4.21,33.69,-34.03,-19.50,0.45,41.70,
6687600,126.46,728.52,-597.17,-4.29,20.02,-39.98,-16.80,-0.90,42.45,
6707606,317.87,701.17,-622.07,19.98,3.63,-62.90,-18.90,1.95,41.40,
6727614,-106.45,969.24,-414.55,-33.07,-9.02,-36.06,-18.30,2.10,42.60,
6747620,281.74,926.76,-421.39,-10.03,3.19,-15.04,-17.85,0.90,41.70,
6767632,144.53,797.36,-558.59,1.83,-23.79,-7.76,-17.85,3.00,40.65,
6787639,-34.67,699.71,-424.32,-5.34,-70.15,-8.43,-17.40,1.50,40.65,
6807650,157.71,789.06,-625.49,-16.24,-88.43,-22.93,-17.55,1.35,41.85,
6827662,169.43,842.29,-584.47,-21.89,-68.40,15.08,-15.15,1.80,40.50,
6847669,57.62,798.34,-518.07,-4.02,-165.21,39.18,-14.40,3.15,40.50,
6867677,26.86,648.93,-562.99,31.34,-142.81,26.89,-11.55,3.15,39.45,
6887683,-3.42,737.79,-902.83,-22.27,-34.40,16.53,-10.50,2.55,39.15,
6907689,-41.99,730.96,-591.80,20.24,-17.97,-2.46,-10.35,2.70,39.00,
6927695,10.74,778.81,-760.25,11.50,6.06,-49.65,-9.45,3.90,39.75,
6947700,-80.57,760.25,-615.72,9.79,-32.00,16.63,-10.65,1.95,41.70,
6967711,-47.36,870.12,-566.41,48.78,-57.68,-36.79,-9.15,1.35,37.05,
6987718,26.37,776.86,-794.43,11.60,-2.11,-28.93,-9.45,2.85,38.40,
7007723,-11.72,778.32,-728.52,-5.79,28.92,-30.60,-8.70,2.10,39.15,
7027728,-28.32,719.73,-739.75,-12.05,30.79,-17.11,-9.00,3.75,40.05,
7047739,-32.23,744.14,-633.79,-13.25,41.28,-42.08,-8.70,1.05,39.45,
7067747,-78.12,760.25,-688.96,-8.63,30.21,-40.15,-9.45,3.15,39.45,
7087752,-106.45,627.93,-749.02,15.98,60.92,-56.23,-11.40,2.70,40.35,
7107763,-75.20,817.87,-666.02,0.50,80.23,-53.68,-10.35,2.70,41.70,
