micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
7599242,986.33,-0.98,28.81,-2.41,5.25,-1.98,-31.95,-1.50,58.05,
7619249,1000.49,5.37,51.76,0.98,8.64,0.35,-29.55,-1.95,57.00,
7639257,1000.00,-6.35,30.76,1.25,6.15,-0.06,-28.80,-2.25,57.75,
7659265,994.14,4.39,64.94,-0.66,7.15,-1.10,-30.75,-1.35,57.15,
7679272,998.54,0.98,74.71,-2.84,-1.18,-0.24,-30.00,-3.15,57.45,
7699280,1006.84,-8.30,34.67,-4.49,-5.71,-0.52,-29.55,-1.50,57.00,
7719287,1002.44,3.42,32.71,-3.40,-1.40,-1.42,-28.95,-1.80,57.15,
7739297,998.05,-6.35,41.50,-2.23,1.66,-2.85,-29.25,-0.60,57.45,
7759304,989.75,10.25,50.78,-1.74,2.90,-2.58,-30.00,-1.80,58.20,
7779312,985.35,3.91,11.72,-1.27,-0.85,-0.87,-30.60,-1.95,57.00,
7799317,991.21,-1.95,40.04,2.38,3.37,-1.48,-30.60,-2.25,58.05,
7819323,998.54,4.88,36.13,-1.44,1.95,-3.45,-30.30,-2.10,56.10,
7839329,997.56,9.77,49.32,1.95,1.94,-0.32,-31.35,-1.05,56.85,
7859340,995.12,-6.35,32.71,0.38,2.11,4.20,-30.60,-1.50,57.30,
7879344,1004.39,9.77,39.06,2.35,-3.15,2.69,-30.00,-1.35,58.20,
7899355,995.61,-1.46,65.43,2.61,-0.38,4.43,-31.05,-1.35,58.95,
7919364,986.33,1.46,44.43,1.31,-2.84,1.08,-30.60,0.15,58.05,
7939373,1004.88,2.44,50.78,1.50,2.85,3.27,-30.90,-1.50,58.05,
7959378,988.28,1.46,69.34,2.05,0.90,0.98,-29.70,-1.80,57.90,
7979387,1002.44,-10.74,49.80,-0.34,-5.08,-0.17,-30.15,-0.45,58.35,
7999394,1000.00,-0.49,38.57,-0.52,-3.27,0.96,-31.35,-1.05,57.90,
8019402,986.33,-6.35,45.41,0.49,0.53,-0.43,-29.70,-2.10,58.95,
