micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
5238283,-164.55,-995.12,-271.97,-7.71,14.29,12.61,4.20,-57.75,93.60,
5258293,-145.51,-978.52,-228.03,14.60,10.17,-1.86,3.75,-58.05,92.55,
5278298,-86.43,-968.75,-52.73,24.81,-0.27,-19.15,4.95,-57.75,94.65,
5298306,42.48,-981.93,5.86,-3.80,8.40,-10.32,4.20,-58.50,92.85,
5318312,-29.30,-1005.37,-109.86,-18.35,15.25,-1.60,2.25,-58.65,93.00,
5338319,-61.52,-1009.77,-191.41,-17.31,17.27,-2.47,4.35,-58.65,93.45,
5358324,-59.08,-978.52,-172.85,-13.21,15.16,0.35,3.60,-58.20,93.45,
5378333,-41.50,-1003.91,-165.53,-8.06,9.01,0.05,5.25,-58.80,91.80,
5398343,-49.32,-1000.49,-171.39,-1.74,2.09,7.18,6.00,-57.75,92.25,
5418352,-36.13,-989.75,-122.07,-2.67,1.34,11.25,5.70,-58.65,92.40,
5438362,-97.17,-1012.21,-200.68,-4.58,-1.33,15.94,4.20,-59.55,92.25,
5458367,-133.30,-988.28,-235.35,7.04,-0.81,9.08,5.70,-58.95,93.45,
5478374,-99.61,-1017.58,-234.38,20.81,7.04,-5.65,5.40,-58.20,93.45,
5498380,-101.56,-1001.95,-183.11,33.42,1.13,-17.22,5.55,-58.80,92.55,
5518389,17.58,-979.98,28.32,22.73,3.19,-16.08,5.40,-57.45,93.75,
5538395,9.77,-987.79,16.11,-4.75,2.35,-7.53,4.50,-58.05,93.60,
5558402,-23.93,-1019.04,-110.35,-18.49,2.17,1.13,4.95,-57.75,94.35,
5578410,-76.66,-1031.25,-196.29,-12.41,-2.43,2.49,4.35,-57.90,93.75,
5598415,-80.57,-1011.23,-215.33,0.27,2.38,-3.66,5.40,-58.20,92.70,
5618423,-57.13,-997.07,-117.68,7.48,3.80,-3.54,4.35,-59.70,91.95,
5638433,-28.32,-997.56,-81.05,2.92,2.26,-3.79,4.65,-58.20,94.50,
5658441,-44.43,-1005.86,-151.86,0.84,7.51,4.20,5.25,-59.85,94.95,
5678449,-80.08,-1005.86,-137.70,-1.60,9.76,9.10,4.95,-59.55,94.35,
5698456,-92.77,-994.14,-127.93,-1.21,7.10,-0.73,3.30,-58.95,94.05,
5718463,-78.61,-1014.65,-164.06,5.94,9.13,-5.69,5.40,-59.70,93.00,
5738472,-58.59,-1004.88,-104.00,9.48,5.37,-11.22,5.25,-58.80,93.90,
5758478,-19.04,-993.16,-67.38,3.28,9.60,-10.05,5.70,-57.45,95.55,
5778484,-1.46,-1009.77,-107.91,-10.87,17.05,-4.96,3.75,-59.10,93.60,
5798494,-62.99,-1005.86,-127.93,-15.71,12.95,0.24,5.10,-58.95,93.75,
5818498,-66.89,-979.49,-136.72,-8.05,7.42,-1.28,4.50,-57.00,94.35,
5838506,-83.50,-1004.88,-166.50,-0.06,2.89,-2.41,4.65,-57.90,93.75,
5858515,-9.28,-1007.81,-104.49,5.69,3.39,-3.31,4.65,-59.40,93.00,
5878525,-41.50,-1021.97,-147.95,1.28,5.77,0.63,4.95,-58.80,92.55,
