micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
8279478,18.07,-20.51,-953.61,6.63,0.40,-4.63,8.70,4.65,16.95,
8299483,15.14,-25.39,-968.26,-2.18,1.25,-0.26,7.20,5.25,16.80,
8319489,-21.97,0.49,-939.94,-6.55,4.81,-0.70,7.50,6.00,16.35,
8339497,25.88,-45.90,-982.91,-6.49,9.60,-1.45,7.20,6.00,16.35,
8359503,24.90,-56.15,-1060.55,-4.03,7.37,-2.00,7.50,5.55,17.40,
8379510,1.46,-45.41,-1031.74,2.32,11.21,0.46,7.65,7.20,17.25,
8399518,20.02,-41.02,-1013.67,0.56,6.06,-0.09,7.50,4.80,16.80,
8419524,15.14,0.00,-964.36,5.19,2.84,-0.76,6.60,6.45,16.20,
8439531,-11.23,-38.09,-1015.62,-12.58,-6.44,-0.41,6.60,5.85,15.60,
8459541,36.13,-47.85,-979.49,0.70,1.19,-2.20,7.20,6.00,15.00,
8479550,-2.93,-11.72,-933.59,1.57,-1.76,-7.56,7.05,5.85,15.90,
8499559,15.62,-30.76,-1040.53,-2.12,7.95,-2.02,8.10,6.15,15.90,
8519567,22.46,-40.04,-956.05,5.30,10.38,-4.26,7.35,5.40,17.25,
8539571,15.14,-51.27,-1045.90,4.09,4.58,-3.47,6.30,6.45,15.90,
8559577,47.85,-34.67,-998.05,7.36,-0.50,-2.34,6.90,6.30,16.05,
8579584,-24.41,-22.46,-1004.39,-2.49,2.11,-1.22,7.05,5.40,15.15,
8599591,37.11,-40.04,-953.12,-4.78,-3.34,3.86,7.50,5.25,16.05,
8619600,-2.93,-44.43,-987.30,1.59,6.24,-2.47,7.65,5.85,16.95,
8639611,7.81,-26.37,-976.56,-0.20,4.96,3.27,6.30,6.90,15.90,
8659619,64.94,-9.77,-1005.86,4.44,14.70,2.90,8.25,6.30,15.30,
8679626,15.14,-15.14,-983.40,-1.54,7.79,4.72,7.20,4.50,15.00,
8699634,30.76,-33.20,-975.10,-7.50,-0.34,-0.20,5.25,6.15,14.85,
8719641,41.99,-56.15,-1004.88,0.41,-12.37,-2.55,7.50,6.75,16.35,
8739648,50.29,-57.13,-1067.38,-0.43,-9.25,-4.66,6.60,6.15,16.95,
8759657,12.70,-35.16,-967.77,2.96,-1.25,-3.36,5.55,7.65,15.90,
8779663,50.78,-28.81,-1044.43,6.17,7.33,4.23,5.10,7.35,16.35,
8799671,31.25,-32.23,-1001.95,2.61,7.05,2.96,5.55,6.90,14.85,
8819678,1.95,-43.95,-979.98,1.86,2.66,2.06,6.15,5.55,16.80,
8839690,15.14,-21.48,-968.26,2.63,5.88,2.58,5.25,5.40,15.90,
8859701,39.06,-44.92,-1023.93,4.44,1.80,-0.02,5.70,5.55,16.80,
8879710,25.39,-25.39,-982.42,5.66,1.65,2.05,5.40,6.30,16.05,
8899720,47.36,-68.36,-1018.07,5.91,6.75,2.84,6.90,3.45,16.35,
8919729,27.34,-61.04,-1000.00,10.15,8.41,6.26,5.40,6.00,15.75,
8939735,65.43,-14.65,-935.06,4.18,11.56,6.53,5.55,3.60,16.95,
8959739,33.20,-48.83,-1023.93,-1.80,4.06,-1.65,6.15,4.80,16.35,
8979744,0.98,-43.95,-950.68,3.92,6.78,-0.26,5.25,4.65,14.85,
8999752,86.43,-12.70,-931.15,-4.58,7.07,1.89,6.00,7.20,16.20,
9019758,52.73,-54.69,-1077.15,3.02,13.24,4.70,5.70,4.50,15.75,
9039765,42.97,-57.62,-957.52,-1.97,5.16,6.15,4.65,3.45,15.00,
9059772,84.47,-52.73,-1058.11,1.05,-0.37,4.11,5.55,3.90,16.95,
9079779,35.16,-41.50,-979.00,1.45,-4.84,2.70,5.55,4.35,15.60,
9099783,67.87,-25.39,-941.41,-3.98,-3.69,0.24,6.15,3.75,17.10,
9119792,65.43,-52.25,-977.05,-4.15,0.67,3.31,6.30,3.90,15.90,
9139797,80.08,-55.66,-1050.29,-5.28,1.44,8.75,4.65,5.55,15.75,
9159806,33.20,-28.81,-955.08,1.08,0.50,1.56,4.65,4.80,15.75,
9179817,15.62,-5.86,-949.22,2.79,-11.51,-2.90,6.15,5.25,16.05,
9199823,42.48,-35.16,-970.70,-5.19,-16.11,-2.63,5.55,4.65,17.25,
9219833,37.11,-25.39,-1061.04,-4.14,-5.56,3.89,4.95,4.65,16.20,
9239844,46.88,-35.64,-1019.04,6.76,7.68,3.02,7.35,4.65,15.90,
9259849,38.09,-37.60,-970.70,0.69,5.53,-0.09,5.55,4.35,17.25,
9279857,42.97,-51.27,-1016.11,7.19,6.12,-1.57,5.40,5.25,15.75,
9299863,64.45,-34.18,-925.29,6.29,4.15,4.41,5.25,3.90,15.90,
9319870,30.76,-49.32,-1002.44,-1.73,-2.24,0.95,4.65,5.55,16.35,
9339876,83.01,-44.43,-1005.86,4.52,0.53,4.95,4.95,3.15,14.55,
9359883,23.93,-41.02,-999.51,-3.48,-0.17,4.52,5.40,5.55,17.10,
9379893,50.29,-36.13,-987.30,3.25,-2.93,3.37,6.30,4.65,15.60,
9399903,78.12,-27.83,-1024.41,1.01,8.81,4.35,6.90,4.20,15.30,
9419911,40.53,-32.23,-982.91,7.39,6.15,3.04,5.70,3.45,16.80,
9439918,24.41,-41.02,-951.66,4.40,1.57,-1.51,5.10,4.80,17.10,
9459922,67.38,-64.94,-995.61,2.27,1.89,1.22,5.55,3.90,17.55,
9479931,22.95,-28.81,-927.73,3.71,-2.24,2.56,4.65,4.20,15.30,
9499942,71.29,-55.66,-1027.34,-6.29,-11.80,-0.14,4.65,4.80,15.75,
9519948,41.02,-27.83,-925.78,-1.56,-12.46,1.53,6.00,2.85,14.55,
9539958,39.55,-30.76,-1060.06,-11.07,-22.17,0.70,4.95,4.35,16.65,
9559964,55.18,-57.62,-1035.16,1.77,-15.77,-0.47,5.55,5.10,15.90,
9579971,39.06,-23.93,-1003.42,-1.97,-7.66,-2.15,7.05,4.65,15.90,
9599976,41.99,-15.62,-982.42,0.73,3.63,2.18,5.70,4.80,17.10,
9619985,55.18,-16.60,-990.23,-0.87,0.69,3.08,5.55,4.35,15.15,
9639995,19.04,-35.64,-996.58,3.66,3.05,-0.46,6.00,3.60,16.20,
9660003,30.76,-45.41,-1003.91,0.18,-0.63,3.45,4.65,3.75,17.85,
9680009,51.76,-33.69,-990.72,4.70,0.02,1.22,5.70,5.55,16.35,
9700013,37.11,-50.78,-988.77,3.08,-3.25,0.12,5.70,3.75,16.05,
9720019,31.25,-41.02,-987.79,4.52,3.65,-0.11,6.30,4.35,16.65,
9740024,46.88,-36.13,-974.12,-0.02,0.95,0.84,5.70,5.25,16.80,
9760032,44.92,-36.13,-982.91,-4.12,4.90,3.50,5.70,5.25,16.80,
9780038,57.62,-45.90,-999.02,4.55,2.56,0.73,6.15,3.45,15.30,
9800042,56.15,-25.88,-985.35,-1.83,4.23,2.99,6.30,4.35,18.00,
9820051,51.76,-46.39,-1007.81,3.60,4.61,-0.03,4.05,4.20,15.30,
9840061,21.97,-58.11,-953.61,-0.14,2.35,-1.91,5.10,4.80,16.35,
9860066,75.20,-53.71,-1009.28,3.88,1.63,1.83,4.35,4.80,16.35,
9880071,44.92,-42.48,-938.48,5.36,-0.69,-2.31,5.40,3.75,16.80,
9900075,57.13,-41.50,-1050.78,1.07,-5.36,0.18,5.40,4.50,16.80,
9920087,28.32,-33.69,-954.10,3.27,3.47,4.81,6.15,4.20,15.75,
9940094,44.92,-33.20,-996.09,-0.75,4.27,0.81,5.55,4.65,17.55,
9960099,56.64,-37.60,-1011.72,4.34,5.21,-0.12,5.55,4.35,15.90,
9980107,46.88,-32.23,-946.29,4.06,1.05,0.70,4.95,4.35,15.90,
10000115,50.29,-41.02,-972.66,-1.97,-6.09,-0.72,5.25,3.90,15.90,
10020121,86.43,-55.18,-995.12,-0.32,-1.45,1.59,3.30,3.45,15.75,
10040131,28.81,-33.69,-985.84,0.20,-1.47,1.68,4.20,4.65,14.55,
10060138,59.08,-47.85,-996.58,-0.58,-1.89,1.37,6.00,2.85,15.15,
10080143,26.37,-23.93,-977.05,2.64,0.66,-0.32,5.10,5.25,17.10,
10100154,53.22,-37.60,-989.75,1.25,2.23,0.61,5.10,4.50,16.80,
10120160,55.66,-29.79,-975.10,1.18,-0.79,1.82,5.25,5.10,15.60,
10140165,85.45,-20.51,-992.19,-1.34,1.13,0.29,4.95,4.35,16.95,
10160174,65.43,-48.34,-998.05,0.84,-2.81,-0.17,4.20,5.10,16.20,
10180181,57.62,-54.69,-1015.62,2.63,-5.57,-0.64,4.50,5.10,17.25,
10200187,32.71,-53.22,-979.00,0.06,-3.79,-2.75,4.35,3.75,17.40,
10220197,49.80,-48.83,-979.00,3.65,0.35,-0.26,4.20,5.10,14.55,
10240206,41.99,-34.18,-954.10,-1.10,-1.31,-1.47,5.55,4.65,16.65,
10260217,29.79,-38.09,-1002.93,-4.32,-6.70,-0.82,5.10,6.30,17.10,
10280222,74.71,-18.55,-1029.79,-3.69,-4.40,0.92,4.65,4.80,15.75,
10300228,50.78,-33.69,-997.56,1.24,5.74,3.95,4.20,5.40,14.85,
10320239,50.78,-32.23,-974.12,2.18,1.04,-1.10,5.10,5.25,16.35,
10340246,49.32,-47.85,-1014.65,3.79,-2.09,2.40,4.65,5.55,16.35,
10360251,41.02,-25.88,-983.89,4.81,-5.19,0.46,5.25,5.40,16.95,
10380260,67.38,-25.39,-931.64,-1.51,-3.25,3.28,5.25,4.65,15.15,
